Unnamed: 0,restarts,conflicts,decisions,propagations,CPU time,Result,cnf_id,sample_id,file,final GPU time,refinement CPU time,refinement GPU time,GPU time,time,file_key,method,paper_name,repeat,solved,timeout,raw_csv
43,2.0,1481482.0,1679406.0,79963790.0,59.9704,INDETERMINATE,43,0,data/test/3sat/400/3sat_137.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,60.26040973701477,3sat_137.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
44,2.0,1529483.0,1739728.0,88414383.0,59.9874,INDETERMINATE,44,0,data/test/3sat/400/3sat_138.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,60.27740973701477,3sat_138.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
45,2.0,1508908.0,1734344.0,86211524.0,59.9703,INDETERMINATE,45,0,data/test/3sat/400/3sat_139.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,60.26030973701477,3sat_139.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
46,2.0,133587.0,154405.0,8365184.0,5.30925,SATISFIABLE,46,0,data/test/3sat/400/3sat_14.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,5.59925973701477,3sat_14.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
47,2.0,1244295.0,1419655.0,73705026.0,48.8749,SATISFIABLE,47,0,data/test/3sat/400/3sat_140.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,49.16490973701477,3sat_140.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
48,1.0,71109.0,82102.0,4299119.0,2.98583,SATISFIABLE,48,0,data/test/3sat/400/3sat_141.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,3.2758397370147705,3sat_141.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
49,1.0,61037.0,70865.0,3765471.0,2.06337,SATISFIABLE,49,0,data/test/3sat/400/3sat_142.cnf,0.2900097370147705,0.0,0.0,0.2900097370147705,2.3533797370147704,3sat_142.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
50,2.0,1451048.0,1666240.0,83441183.0,59.9893,INDETERMINATE,50,0,data/test/3sat/400/3sat_143.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.28083823852539,3sat_143.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
51,2.0,1360008.0,1544807.0,75759127.0,59.9877,INDETERMINATE,51,0,data/test/3sat/400/3sat_144.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.27923823852539,3sat_144.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
52,2.0,1419344.0,1641383.0,81136567.0,59.9845,INDETERMINATE,52,0,data/test/3sat/400/3sat_145.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.27603823852539,3sat_145.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
53,2.0,1439668.0,1648090.0,80816317.0,59.9585,INDETERMINATE,53,0,data/test/3sat/400/3sat_146.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.25003823852539,3sat_146.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
54,2.0,392510.0,450448.0,23393708.0,13.1966,SATISFIABLE,54,0,data/test/3sat/400/3sat_147.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,13.48813823852539,3sat_147.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
55,2.0,1484787.0,1706287.0,86765532.0,59.9575,INDETERMINATE,55,0,data/test/3sat/400/3sat_148.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.249038238525394,3sat_148.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
56,1.0,97366.0,112279.0,5819460.0,3.7934,SATISFIABLE,56,0,data/test/3sat/400/3sat_149.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,4.084938238525391,3sat_149.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
57,2.0,1481174.0,1683375.0,84236999.0,59.9535,INDETERMINATE,57,0,data/test/3sat/400/3sat_15.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.24503823852539,3sat_15.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
58,1.0,16970.0,19929.0,1057698.0,0.394788,SATISFIABLE,58,0,data/test/3sat/400/3sat_150.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,0.6863262385253905,3sat_150.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
59,2.0,1469584.0,1669362.0,84730050.0,59.981,INDETERMINATE,59,0,data/test/3sat/400/3sat_151.cnf,0.2915382385253906,0.0,0.0,0.2915382385253906,60.27253823852539,3sat_151.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
60,2.0,1491471.0,1717320.0,83639091.0,59.9692,INDETERMINATE,60,0,data/test/3sat/400/3sat_152.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.2832811920166,3sat_152.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
61,2.0,1417330.0,1615578.0,79521574.0,59.969,INDETERMINATE,61,0,data/test/3sat/400/3sat_153.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.2830811920166,3sat_153.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
62,1.0,42118.0,49122.0,2596236.0,1.38183,SATISFIABLE,62,0,data/test/3sat/400/3sat_154.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,1.6959111920166017,3sat_154.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
63,2.0,1510001.0,1720413.0,84322722.0,59.9813,INDETERMINATE,63,0,data/test/3sat/400/3sat_155.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.2953811920166,3sat_155.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
64,2.0,1433550.0,1635437.0,81345583.0,59.9663,INDETERMINATE,64,0,data/test/3sat/400/3sat_156.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.2803811920166,3sat_156.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
65,1.0,75250.0,88905.0,4657000.0,2.90268,SATISFIABLE,65,0,data/test/3sat/400/3sat_157.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,3.2167611920166017,3sat_157.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
66,2.0,1453325.0,1646385.0,80916445.0,59.9894,INDETERMINATE,66,0,data/test/3sat/400/3sat_158.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.303481192016605,3sat_158.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
67,2.0,1499738.0,1722286.0,86286571.0,59.9747,INDETERMINATE,67,0,data/test/3sat/400/3sat_159.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.2887811920166,3sat_159.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
68,2.0,1580155.0,1794473.0,90652015.0,59.9901,INDETERMINATE,68,0,data/test/3sat/400/3sat_16.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.3041811920166,3sat_16.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
69,2.0,1521969.0,1742173.0,84878044.0,59.9903,INDETERMINATE,69,0,data/test/3sat/400/3sat_160.cnf,0.3140811920166015,0.0,0.0,0.3140811920166015,60.3043811920166,3sat_160.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
70,2.0,1557964.0,1773753.0,90099645.0,59.9635,INDETERMINATE,70,0,data/test/3sat/400/3sat_161.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.362494207382206,3sat_161.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
71,2.0,1394525.0,1576817.0,78567210.0,59.9576,INDETERMINATE,71,0,data/test/3sat/400/3sat_162.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.3565942073822,3sat_162.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
72,2.0,1474077.0,1673864.0,82917111.0,59.9942,INDETERMINATE,72,0,data/test/3sat/400/3sat_163.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.3931942073822,3sat_163.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
73,2.0,1525254.0,1750237.0,88627187.0,59.9816,INDETERMINATE,73,0,data/test/3sat/400/3sat_164.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.3805942073822,3sat_164.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
74,1.0,7043.0,8408.0,453223.0,0.142131,SATISFIABLE,74,0,data/test/3sat/400/3sat_165.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,0.5411252073822022,3sat_165.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
75,2.0,1573836.0,1798780.0,88823352.0,59.9793,INDETERMINATE,75,0,data/test/3sat/400/3sat_166.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.37829420738221,3sat_166.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
76,2.0,399529.0,460797.0,23951550.0,12.639,SATISFIABLE,76,0,data/test/3sat/400/3sat_167.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,13.0379942073822,3sat_167.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
77,2.0,1433029.0,1620157.0,81993880.0,59.9703,INDETERMINATE,77,0,data/test/3sat/400/3sat_168.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.36929420738221,3sat_168.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
78,2.0,1453274.0,1668106.0,83915093.0,59.9761,INDETERMINATE,78,0,data/test/3sat/400/3sat_169.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.375094207382205,3sat_169.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
79,2.0,1375520.0,1575659.0,77338779.0,59.9644,INDETERMINATE,79,0,data/test/3sat/400/3sat_17.cnf,0.3989942073822021,0.0,0.0,0.3989942073822021,60.3633942073822,3sat_17.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
80,2.0,1440075.0,1644097.0,80129901.0,59.9838,INDETERMINATE,80,0,data/test/3sat/400/3sat_170.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.29905230407715,3sat_170.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
81,2.0,1391911.0,1585911.0,79108526.0,59.9805,INDETERMINATE,81,0,data/test/3sat/400/3sat_171.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.29575230407715,3sat_171.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
82,2.0,1459629.0,1684709.0,84858948.0,59.9864,INDETERMINATE,82,0,data/test/3sat/400/3sat_172.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.30165230407715,3sat_172.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
83,2.0,1451683.0,1659709.0,83256363.0,59.9584,INDETERMINATE,83,0,data/test/3sat/400/3sat_173.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.273652304077146,3sat_173.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
84,2.0,1454093.0,1650180.0,81742995.0,59.9776,INDETERMINATE,84,0,data/test/3sat/400/3sat_174.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.29285230407715,3sat_174.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
85,2.0,1584791.0,1797952.0,87588398.0,59.9778,INDETERMINATE,85,0,data/test/3sat/400/3sat_175.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.29305230407715,3sat_175.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
86,1.0,44850.0,52377.0,2659490.0,1.47412,SATISFIABLE,86,0,data/test/3sat/400/3sat_176.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,1.7893723040771483,3sat_176.cnf,one_shot,One-shot,0,True,False,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
87,2.0,1458232.0,1652486.0,83837048.0,59.9692,INDETERMINATE,87,0,data/test/3sat/400/3sat_177.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.28445230407715,3sat_177.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
88,2.0,1542107.0,1783735.0,89364500.0,59.9864,INDETERMINATE,88,0,data/test/3sat/400/3sat_178.cnf,0.3152523040771484,0.0,0.0,0.3152523040771484,60.30165230407715,3sat_178.cnf,one_shot,One-shot,0,False,True,runs/analysis/full400_repeated_runtime/raw/one_shot/repeat0.csv
