file_key,glucose_solved,one_shot_solved,online_solved,old_compact_solved,local_correction_solved,cadical_solved_repeats,march_solved_strict60_repeats,portfolio_solved_repeats,pattern
3sat_127.cnf,True,False,False,False,False,3,3,3,0000
