file_key,one_shot_solved,online_solved,old_compact_solved,local_correction_solved,cadical_solved_repeats,cadical_solved_any,cadical_solved_all,cadical_time_mean,cadical_time_min,cadical_time_max,results,pattern,one_shot_time_mean,online_time_mean,old_compact_time_mean,local_correction_time_mean,local_minus_online_time_mean,local_minus_old_time_mean
3sat_188.cnf,False,False,True,True,0,False,False,60.0,60.0,60.0,"UNKNOWN,UNKNOWN,UNKNOWN",0011,60.2807779150645,60.394368605504354,31.64044864424642,31.987218340571086,-28.407150264933268,0.3467696963246673
3sat_196.cnf,True,True,True,True,3,True,True,2.505054517338673,2.283808327279985,2.9408471388742328,"SATISFIABLE,SATISFIABLE,SATISFIABLE",1111,31.219024424616496,31.30469535473124,12.11214887064616,11.82615796470642,-19.47853739002482,-0.2859909059397392
3sat_46.cnf,True,True,True,True,3,True,True,1.244645960473766,1.1326554911211133,1.459800926968455,"SATISFIABLE,SATISFIABLE,SATISFIABLE",1111,36.742914504369104,37.45841042477417,0.6399398986612955,0.606965822092692,-36.85144460268148,-0.0329740765686035
3sat_66.cnf,False,False,False,False,0,False,False,60.0,60.0,60.0,"UNKNOWN,UNKNOWN,UNKNOWN",0000,60.28759638252259,60.38293213285828,60.3584732575531,60.38288717407736,-4.495878092569683e-05,0.0244139165242529
