size,split,file_key,one_shot_result,one_shot_solved,one_shot_time,one_shot_cpu_time,one_shot_gpu_time,one_shot_conflicts,one_shot_decisions,one_shot_propagations,old_result,old_solved,old_time,old_cpu_time,old_gpu_time,old_conflicts,old_decisions,old_propagations,online_result,online_solved,online_time,online_cpu_time,online_gpu_time,online_conflicts,online_decisions,online_propagations,local_result,local_solved,local_time,local_cpu_time,local_gpu_time,local_conflicts,local_decisions,local_propagations,pairwise_result,pairwise_solved,pairwise_time,pairwise_cpu_time,pairwise_gpu_time,pairwise_conflicts,pairwise_decisions,pairwise_propagations,delta_time_vs_one_shot,delta_conflicts_vs_one_shot,delta_decisions_vs_one_shot,outcome_vs_one_shot,delta_time_vs_old,delta_conflicts_vs_old,delta_decisions_vs_old,outcome_vs_old,delta_time_vs_online,delta_conflicts_vs_online,delta_decisions_vs_online,outcome_vs_online,difficulty_bucket
400,data/test/3sat/400,3sat_119.cnf,INDETERMINATE,False,60.763718489456174,59.9813,0.7824184894561768,1749372.0,1997328.0,96270949.0,INDETERMINATE,False,60.92876367906189,59.9817,0.8776776790618896,1769979.0,2020459.0,97354780.0,INDETERMINATE,False,61.210080870101926,59.991,1.1401078701019287,1787184.0,2039905.0,98293898.0,INDETERMINATE,False,60.36742997183228,59.9703,0.3114609718322754,1780020.0,2031884.0,97907090.0,INDETERMINATE,False,61.07994142176819,59.9763,1.0373194217681885,1737067.0,1983496.0,95610485.0,-0.39628851762389417,30648.0,34556.0,both_timeout,-0.5613337072296076,10041.0,11425.0,both_timeout,-0.8426508982696461,-7164.0,-8021.0,both_timeout,timeout
400,data/test/3sat/400,3sat_12.cnf,INDETERMINATE,False,60.758218489456176,59.9758,0.7824184894561768,1675559.0,1915250.0,93884754.0,INDETERMINATE,False,60.93830167906189,59.992,0.8776776790618896,1689727.0,1931164.0,94661967.0,INDETERMINATE,False,61.19776387010192,59.9858,1.1401078701019287,1691352.0,1932994.0,94749577.0,INDETERMINATE,False,60.37550797183228,59.9744,0.3114609718322754,1669354.0,1908222.0,93538493.0,INDETERMINATE,False,61.08492842176819,59.9741,1.0373194217681885,1615465.0,1847024.0,90518353.0,-0.38271051762389874,-6205.0,-7028.0,both_timeout,-0.5627937072296092,-20373.0,-22942.0,both_timeout,-0.8222558982696455,-21998.0,-24772.0,both_timeout,timeout
400,data/test/3sat/400,3sat_120.cnf,SATISFIABLE,True,3.162878489456177,2.38046,0.7824184894561768,75813.0,87762.0,4687360.0,SATISFIABLE,True,1.4869756790618895,0.551656,0.8776776790618896,23077.0,27394.0,1439359.0,SATISFIABLE,True,1.7606598701019287,0.539777,1.1401078701019287,23077.0,27394.0,1439359.0,SATISFIABLE,True,0.9645459718322752,0.558395,0.3114609718322754,23077.0,27394.0,1439359.0,SATISFIABLE,True,1.6882404217681883,0.576819,1.0373194217681885,23077.0,27394.0,1439359.0,-2.1983325176239017,-52736.0,-60368.0,faster_both_solved,-0.5224297072296143,0.0,0.0,faster_both_solved,-0.7961138982696535,0.0,0.0,faster_both_solved,easy(<10s)
400,data/test/3sat/400,3sat_121.cnf,SATISFIABLE,True,1.9194884894561768,1.13707,0.7824184894561768,47329.0,54623.0,2823769.0,SATISFIABLE,True,2.055873679061889,1.11257,0.8776776790618896,47329.0,54623.0,2823769.0,SATISFIABLE,True,2.3058028701019286,1.09486,1.1401078701019287,47329.0,54623.0,2823769.0,SATISFIABLE,True,1.5415349718322755,1.14176,0.3114609718322754,47329.0,54623.0,2823769.0,SATISFIABLE,True,2.258107421768188,1.14483,1.0373194217681885,47329.0,54623.0,2823769.0,-0.3779535176239013,0.0,0.0,faster_both_solved,-0.5143387072296135,0.0,0.0,faster_both_solved,-0.7642678982696531,0.0,0.0,faster_both_solved,easy(<10s)
400,data/test/3sat/400,3sat_122.cnf,SATISFIABLE,True,60.049018489456174,59.2666,0.7824184894561768,1730118.0,1979322.0,98795504.0,SATISFIABLE,True,59.49418367906189,58.5423,0.8776776790618896,1730118.0,1979322.0,98795504.0,SATISFIABLE,True,59.283376870101925,58.0646,1.1401078701019287,1730118.0,1979322.0,98795504.0,SATISFIABLE,True,57.76775297183228,57.3663,0.3114609718322754,1730118.0,1979322.0,98795504.0,INDETERMINATE,False,61.09141042176819,59.9839,1.0373194217681885,1721648.0,1969706.0,98311337.0,-2.2812655176238934,0.0,0.0,faster_both_solved,-1.7264307072296106,0.0,0.0,faster_both_solved,-1.515623898269645,0.0,0.0,faster_both_solved,hard(>=30s)
400,data/test/3sat/400,3sat_123.cnf,INDETERMINATE,False,60.768018489456175,59.9856,0.7824184894561768,1834776.0,2088069.0,103532485.0,INDETERMINATE,False,60.93467767906189,59.9863,0.8776776790618896,1772192.0,2016196.0,100184278.0,INDETERMINATE,False,61.21387787010193,59.996,1.1401078701019287,1797337.0,2045064.0,101523529.0,INDETERMINATE,False,60.40132597183228,59.9917,0.3114609718322754,1736110.0,1974988.0,98231657.0,INDETERMINATE,False,61.10737442176819,59.9855,1.0373194217681885,1717689.0,1954003.0,97225721.0,-0.3666925176238962,-98666.0,-113081.0,both_timeout,-0.5333517072296132,-36082.0,-41208.0,both_timeout,-0.8125518982696533,-61227.0,-70076.0,both_timeout,timeout
400,data/test/3sat/400,3sat_124.cnf,SATISFIABLE,True,0.7977194894561768,0.015301,0.7824184894561768,654.0,900.0,43163.0,SATISFIABLE,True,0.9332216790618896,0.015529,0.8776776790618896,654.0,900.0,43163.0,SATISFIABLE,True,1.2077488701019288,0.019949,1.1401078701019287,654.0,900.0,43163.0,SATISFIABLE,True,0.3925739718322754,0.016115,0.3114609718322754,654.0,900.0,43163.0,SATISFIABLE,True,1.1040804217681883,0.020444,1.0373194217681885,654.0,900.0,43163.0,-0.4051455176239014,0.0,0.0,faster_both_solved,-0.5406477072296142,0.0,0.0,faster_both_solved,-0.8151748982696534,0.0,0.0,faster_both_solved,easy(<10s)
400,data/test/3sat/400,3sat_125.cnf,SATISFIABLE,True,3.1999084894561767,2.41749,0.7824184894561768,87018.0,101016.0,5296049.0,SATISFIABLE,True,3.5243006790618896,2.57572,0.8776776790618896,87018.0,101016.0,5296049.0,SATISFIABLE,True,3.760552870101929,2.55254,1.1401078701019287,87018.0,101016.0,5296049.0,SATISFIABLE,True,2.8464070028228763,2.46058,0.300915002822876,87018.0,101016.0,5296049.0,SATISFIABLE,True,2.6100234217681884,1.49591,1.0373194217681885,57267.0,67048.0,3451006.0,-0.3535014866333004,0.0,0.0,faster_both_solved,-0.6778936762390133,0.0,0.0,faster_both_solved,-0.9141458672790526,0.0,0.0,faster_both_solved,easy(<10s)
400,data/test/3sat/400,3sat_126.cnf,INDETERMINATE,False,60.760118489456175,59.9777,0.7824184894561768,1765500.0,2018380.0,100920230.0,INDETERMINATE,False,60.945056679061885,59.9841,0.8776776790618896,1763899.0,2016613.0,100832392.0,INDETERMINATE,False,61.191522870101934,59.9742,1.1401078701019287,1789349.0,2045516.0,102295963.0,INDETERMINATE,False,60.36510800282288,59.9727,0.300915002822876,1762935.0,2015508.0,100775514.0,INDETERMINATE,False,61.08470742176819,59.9814,1.0373194217681885,1699083.0,1942832.0,97152381.0,-0.3950104866332964,-2565.0,-2872.0,both_timeout,-0.579948676239006,-964.0,-1105.0,both_timeout,-0.8264148672790554,-26414.0,-30008.0,both_timeout,timeout
400,data/test/3sat/400,3sat_127.cnf,INDETERMINATE,False,60.76251848945618,59.9801,0.7824184894561768,1639790.0,1894532.0,95181880.0,INDETERMINATE,False,60.93949067906189,59.9884,0.8776776790618896,1645471.0,1901067.0,95485532.0,INDETERMINATE,False,61.18827787010193,59.9832,1.1401078701019287,1649498.0,1905718.0,95699282.0,INDETERMINATE,False,60.37397400282288,59.9886,0.300915002822876,1634449.0,1888507.0,94888901.0,INDETERMINATE,False,61.10153142176819,59.9823,1.0373194217681885,1655460.0,1905026.0,93276703.0,-0.3885444866333003,-5341.0,-6025.0,both_timeout,-0.5655166762390138,-11022.0,-12560.0,both_timeout,-0.814303867279051,-15049.0,-17211.0,both_timeout,timeout
