method,family,control_type,scale,benchmark_role,solver_path_role,rows,base_instances,solved_rows,unsolved_rows,indeterminate_rows,known_expected_rows,unknown_expected_rows,known_expected_match_rows,known_expected_wrong_rows,mean_final_cpu_time,median_final_cpu_time,mean_protocol_accounted_time,median_protocol_accounted_time
cached_trace_no_adapter_final,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.7136104814814814,0.682022,2.756109508477518,1.8048596981422902
cached_trace_no_adapter_final,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.410993,2.334069,2.7382525769179265,2.751156970853299
cached_trace_no_adapter_final,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.1625826666666668,0.050188,1.6832017831668664,0.7184049088097215
cached_trace_no_adapter_final,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0009834444444444443,0.000425,0.2221489797972242,0.24567267684042454
cached_trace_no_adapter_final,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.001408111111111111,0.001626,0.1505620741628938,0.13931637052530052
event_adapter_final,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.4007793703703706,0.443409,2.483338846895984,1.8534196308030486
event_adapter_final,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.046746166666667,1.924442,2.4221941120640036,2.3958330562522114
event_adapter_final,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.320047253968254,0.607026,1.89795211073044,0.9052975594317316
event_adapter_final,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.002100555555555555,0.002138,0.26366164216599863,0.2933839919694662
event_adapter_final,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0011077777777777778,0.001411,0.17764165098072424,0.17051107019048928
neutral_weighted_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.7220006666666665,0.689726,1.7220006666666665,0.689726
neutral_weighted_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.4274338333333336,2.3543065,2.4274338333333336,2.3543065
neutral_weighted_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.7722950793650794,0.610446,1.7722950793650794,0.610446
neutral_weighted_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0018691666666666668,0.002101,0.0018691666666666668,0.002101
neutral_weighted_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0011001111111111112,0.001424,0.0011001111111111112,0.001424
plain_unguided_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.6902912592592594,0.59301,1.6902912592592594,0.59301
plain_unguided_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.5459038333333335,2.380953,2.5459038333333335,2.380953
plain_unguided_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,2.201533380952381,0.785575,2.201533380952381,0.785575
plain_unguided_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0015305555555555556,0.0017525000000000002,0.0015305555555555556,0.0017525000000000002
plain_unguided_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0012836666666666667,0.000955,0.0012836666666666667,0.000955
static_weighted_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.7136104814814814,0.682022,2.749585293106079,1.803804736907959
static_weighted_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.410993,2.334069,2.731670677790324,2.743975750404358
static_weighted_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.1625826666666668,0.050188,1.67728545981828,0.7117035816040039
static_weighted_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0009834444444444443,0.000425,0.21986857479688857,0.24455673446655274
static_weighted_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.001408111111111111,0.001626,0.1483471503414578,0.13729187680053712
cached_trace_no_adapter_final,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.2069514074074073,0.052415,1.7414737463462542,0.726404841443479
event_adapter_final,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.1694313407407408,0.403909,1.752335631682784,0.8321764858860374
neutral_weighted_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.4954515777777777,0.610446,1.4954515777777777,0.610446
plain_unguided_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.7051839925925927,0.617939,1.7051839925925927,0.617939
static_weighted_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.2069514074074073,0.052415,1.736078650237472,0.7206245816040039
