warmup_conflicts,observations,base_instances,variants,repeats,final_cpu_lim,warmup_cpu_lim,event_adapter_solved_rows,known_expected_rows,known_expected_match_rows,warmup_cpu_mean,warmup_cpu_median,warmup_conflict_count_mean,event_state_l2_sum_mean,event_state_nonzero_vars_mean,graph_gate_open_fraction,adapter_cached_final_cpu_delta_mean,adapter_cached_final_cpu_delta_median,adapter_cached_protocol_delta_mean,adapter_plain_final_cpu_delta_mean,adapter_plain_final_cpu_delta_median,adapter_plain_protocol_delta_mean,adapter_plain_protocol_delta_median,adapter_cached_decisions_delta_mean,adapter_cached_conflicts_delta_mean,neutral_plain_final_cpu_delta_mean,static_neutral_final_cpu_delta_mean,adapter_cached_final_cpu_improved_fraction,adapter_plain_final_cpu_improved_fraction,adapter_plain_protocol_improved_fraction
1,135,15,3,3,10.0,5.0,135,72,72,0.004215429629629629,0.004121,1.0,214.57329254150392,140.2,1.0,-0.03752006666666668,0.0017180000000000001,0.010861885336529747,-0.5357526518518518,-0.050286,0.04715163909019142,0.1852428111271262,6075.288888888889,4841.044444444445,-0.2097324148148148,-0.2885001703703704,0.4444444444444444,0.7333333333333333,0.2518518518518518
3,135,15,3,3,10.0,5.0,135,72,72,0.004258140740740741,0.00406,3.0,291.57310638427737,140.2,1.0,0.020790622222222215,0.0006919999999999999,0.08383120367815934,-0.5100764888888889,-0.042845999999999995,-0.09867022160088885,0.24716508755886557,12557.244444444445,11367.155555555555,-0.19457782962962963,-0.33628928148148146,0.45185185185185184,0.7037037037037037,0.2740740740740741
