family,base_instance_id,repeats,variants,rows,plain_solved_rows,neutral_lost_rows,static_lost_rows,adapter_lost_rows,weighted_binary_input_delta_final_cpu_mean,weighted_binary_input_delta_protocol_time_mean,static_weights_delta_final_cpu_mean,static_weights_delta_protocol_time_mean,event_collection_overhead_delta_final_cpu_mean,event_collection_overhead_delta_protocol_time_mean,adapter_delta_inference_delta_final_cpu_mean,adapter_delta_inference_delta_protocol_time_mean,adapter_inference_wall_time_mean,event_overhead_mean,adapter_delta_overhead_mean,warmup_decisions_mean,warmup_conflicts_mean,event_state_nonzero_vars_mean,graph_gate_open_rows,primary_attribution_modes,primary_attribution_variant_consistency,plain_solved_variant_consistency,neutral_solved_variant_consistency,static_solved_variant_consistency,adapter_solved_variant_consistency,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source
complete_coloring,k10_color9,3,3,9,9,0,0,0,-0.20647111111111105,-0.20647111111111105,0.4408599999999999,0.8086495863850911,0.0,0.009200302927686069,-0.5216777777777777,-0.4625529901292588,0.05912478764851888,0.009200302927686069,-0.4625529901292588,9.0,3.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k8_color7,3,3,9,9,0,0,0,0.005365777777777778,0.005365777777777778,-0.0038481111111111116,0.36394147527398,0.0,0.003811371406932656,-0.009141444444444445,0.049983343204074444,0.05912478764851888,0.003811371406932656,0.049983343204074444,7.0,3.0,56.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k9_color8,3,3,9,9,0,0,0,0.12469944444444442,0.12469944444444442,0.04649122222222221,0.3544695343967014,0.0,0.005244244960294779,-0.35233633333333336,-0.2965971954718695,0.055739137861463756,0.005244244960294779,-0.2965971954718695,8.666666666666666,3.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p10_h9,3,3,9,9,0,0,0,-0.07822444444444437,-0.07822444444444437,-0.03567333333333354,0.1526824304199216,0.0,0.008792097832765775,-0.22257666666666653,-0.17360882837931285,0.048967838287353516,0.008792097832765775,-0.17360882837931285,9.0,3.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p10_h9,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p9_h8,3,3,9,9,0,0,0,0.048197444444444446,0.048197444444444446,-0.003983444444444416,0.18437231930881082,0.0,0.004652115003612314,-0.23574822222222222,-0.1867803839348687,0.048967838287353516,0.004652115003612314,-0.1867803839348687,8.666666666666666,3.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p9_h8,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v160_c704_seed2615,3,3,9,9,0,0,0,0.023971444444444445,0.023971444444444445,-0.03806522222222222,0.13512902724880643,0.0,0.0042599438996050055,0.0006644444444444436,0.05317910347832574,0.05251465903388129,0.0042599438996050055,0.05317910347832574,22.0,3.0,160.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars160_clauses704,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v180_c760_seed3301,3,3,9,9,0,0,0,-0.5627325555555556,-0.5627325555555556,-0.12231588888888889,0.043297603441026476,0.0,0.004335360719104604,0.4816505555555556,0.5359386249627007,0.05428806940714518,0.004335360719104604,0.5359386249627007,28.0,3.0,180.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars180_clauses760,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c928_seed3303,3,3,9,9,0,0,0,-0.37141599999999997,-0.37141599999999997,-0.3544151111111111,-0.18880161878119575,0.0,0.004251631113999417,0.0022798888888888886,0.05656795829603408,0.05428806940714518,0.004251631113999417,0.05656795829603408,39.0,3.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses928,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c942_seed3304,3,3,9,9,0,0,0,0.14824,0.14824,-0.3539905555555556,0.15514548544989692,0.0,0.00538355967944864,0.20495022222222226,0.27477889145236545,0.06982866923014323,0.00538355967944864,0.27477889145236545,26.0,3.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses942,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v260_c1097_seed3305,3,3,9,9,0,0,0,-3.199502444444444,-3.199502444444444,-1.4670719999999997,-0.9579359589945474,0.0,0.007410744792885183,-0.7410805555555556,-0.6712518863254123,0.06982866923014323,0.007410744792885183,-0.6712518863254123,35.0,3.0,260.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars260_clauses1097,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v260_c1113_seed3306,3,3,9,9,0,0,0,0.9712811111111113,0.9712811111111113,-0.5145500000000002,-0.10074446224636516,0.0,0.006090216720879147,0.11937222222222221,0.18167319569057888,0.06230097346835666,0.006090216720879147,0.18167319569057888,34.0,3.0,260.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars260_clauses1113,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v300_c1266_seed3307,3,3,9,9,0,0,0,0.4082716666666666,0.4082716666666666,-1.587221,-1.36407646875,0.0,0.008624005737423897,0.033418444444444445,0.08066402638922797,0.04724558194478353,0.008624005737423897,0.08066402638922797,48.0,3.0,300.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars300_clauses1266,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
subset_cardinality,subset_cardinality_bw10,3,3,9,9,0,0,0,0.0003805555555555556,0.0003805555555555556,-0.0002698888888888889,0.2228746423611111,0.0,0.002183096600631879,-0.00014044444444444448,0.047105137500339095,0.04724558194478353,0.002183096600631879,0.047105137500339095,8.333333333333334,3.0,41.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,weak,weak_symmetry,large,size10,main,subset_cardinality:large,"base,permutation_variant","False,True",SAT-b-inspired symmetry stress set; EchoSAT runtime v1.2 canonical DIMACS order
subset_cardinality,subset_cardinality_bw12,3,3,9,9,0,0,0,0.0008110000000000002,0.0008110000000000002,0.00024855555555555547,0.22920567878214518,0.0,0.002196145371516538,-0.0005302222222222223,0.03294414364793566,0.033474365870157875,0.002196145371516538,0.03294414364793566,10.666666666666666,3.0,49.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,weak,weak_symmetry,large,size12,main,subset_cardinality:large,"base,permutation_variant","False,True",SAT-b-inspired symmetry stress set; EchoSAT runtime v1.2 canonical DIMACS order
