method,total,solved,sat,unsat,unknown,mean_time,median_time,mean_wall_time,median_wall_time,external_timeouts,source_csv
cadical_default,200,75,75,0,125,42.92442253967514,60.0,42.929304182243065,60.006913469405845,0,runs/cadical/solver_stats_full400_cpu60.csv
