family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
random_3sat_control,plain_unguided_glucose,63,1,63,0,0,63,0,2.1506509365079363,0.749969,2.1584782185446887,2.1506509365079363,0.749969,2.1584782185446887,73455.95238095238,63861.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,neutral_weighted_glucose,63,1,63,0,0,63,0,1.7851633174603174,0.602623,1.7948883622589091,1.7851633174603174,0.602623,1.7948883622589091,58671.09523809524,50970.09523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,static_weighted_glucose,63,1,63,0,0,63,0,1.3581311361895365,0.23635646865844728,1.3672425662950864,1.1532336984126983,0.051264,1.1623451285182484,43655.95238095238,39373.71428571428,0.20489743777683803,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,cached_trace_no_adapter_final,63,1,63,0,0,63,63,1.364388862609045,0.2419297731003761,1.3812268788201942,1.1532336984126983,0.051264,1.1623451285182484,43655.95238095238,39373.71428571428,0.20489743777683803,0.004678761904761905,0.012405348010361195,0.0015789645147465524,0.0,228.57142857142858,466.8184073311942
random_3sat_control,event_adapter_final,63,1,63,0,0,63,63,1.428562405869165,0.42815919389289614,1.4446163560367293,1.1624292380952381,0.181383,1.170756602157203,52930.76190476191,46698.666666666664,0.20489743777683803,0.004678761904761905,0.012405348010361195,0.0015789645147465524,0.05497800357758053,228.57142857142858,466.8184073311942
subset_cardinality,plain_unguided_glucose,27,1,27,27,27,27,0,0.0012249629629629629,0.001242,0.0022968634687088154,0.0012249629629629629,0.001242,0.0022968634687088154,242.0,181.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,neutral_weighted_glucose,27,1,27,27,27,27,0,0.001953777777777778,0.002018,0.004459659637952292,0.001953777777777778,0.002018,0.004459659637952292,263.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,static_weighted_glucose,27,1,27,27,27,27,0,0.11201053164842394,0.05496853916931152,0.11372473370283842,0.0018624814814814815,0.001772,0.003576683535895966,208.44444444444446,169.55555555555554,0.11014805016694246,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,cached_trace_no_adapter_final,27,1,27,27,27,27,27,0.11455598864476108,0.05686028410601616,0.11881813862257534,0.0018624814814814815,0.001772,0.003576683535895966,208.44444444444446,169.55555555555554,0.11014805016694246,0.0013273703703703705,0.0038753182937701545,0.0012180866259667608,0.0,41.0,91.9214333428277
subset_cardinality,event_adapter_final,27,1,27,27,27,27,27,0.1417964579316444,0.08275241809523105,0.1467569908817057,0.001791925925925926,0.001817,0.004204510952587481,227.0,177.22222222222223,0.11014805016694246,0.0013273703703703705,0.0038753182937701545,0.0012180866259667608,0.027311024842438875,41.0,91.9214333428277
__overall__,plain_unguided_glucose,135,4,135,72,72,135,0,1.6726630074074074,0.625922,1.6792295006207294,1.6726630074074074,0.625922,1.6792295006207294,89306.82222222222,80573.24444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,neutral_weighted_glucose,135,4,135,72,72,135,0,1.500191237037037,0.602623,1.5085124894562694,1.500191237037037,0.602623,1.5085124894562694,73801.06666666667,66834.88888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,static_weighted_glucose,135,4,135,72,72,135,0,1.550889274061528,0.6503069012145997,1.5589615747332572,1.204842414814815,0.057605,1.212914715486544,65128.15555555555,59902.77777777778,0.34604685924671313,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,cached_trace_no_adapter_final,135,4,135,72,72,135,135,1.5562379908899904,0.657150417642951,1.570132440087144,1.204842414814815,0.057605,1.212914715486544,65128.15555555555,59902.77777777778,0.34604685924671313,0.003894355555555556,0.009716504080979913,0.0014543612729068156,0.0,140.2,291.57310638427737
__overall__,event_adapter_final,135,4,135,72,72,135,135,1.5361848867158638,0.6354142930256724,1.5489408251794952,1.1320841851851853,0.181383,1.1390179751233922,75399.82222222222,69193.28888888888,0.34604685924671313,0.003894355555555556,0.009716504080979913,0.0014543612729068156,0.05270512545550311,140.2,291.57310638427737
