family,base_instance_id,method,repeats,variants,rows,solved_rows,known_expected_rows,known_expected_match_rows,protocol_supported_rows,events_available_rows,mean_protocol_accounted_time,median_protocol_accounted_time,std_protocol_accounted_time,mean_final_cpu_time,median_final_cpu_time,std_final_cpu_time,mean_warmup_cpu_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,graph_gate_open_rows
complete_coloring,k10_color9,plain_unguided_glucose,3,3,9,9,9,9,9,0,4.5172244444444445,4.2592,0.5760994178766177,4.5172244444444445,4.2592,0.5760994178766177,0.0,0.0,0.0,0
complete_coloring,k10_color9,neutral_weighted_glucose,3,3,9,9,9,9,9,0,4.327114444444444,4.31105,0.17719868390532098,4.327114444444444,4.31105,0.17719868390532098,0.0,0.0,0.0,0
complete_coloring,k10_color9,static_weighted_glucose,3,3,9,9,9,9,9,0,4.841882093344795,4.74154004524231,0.5525695108948253,4.2249944444444445,4.20973,0.3403449394405298,0.0,0.0,0.0,0
complete_coloring,k10_color9,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,4.850050927690526,4.749293620083511,0.5528506178078649,4.2249944444444445,4.20973,0.3403449394405298,0.006777111111111111,0.0,90.0,9
complete_coloring,k10_color9,event_adapter_final,3,3,9,9,9,9,9,9,4.696244141861194,5.069377851199925,0.8843789029814119,4.0304866666666666,4.42927,0.8455704858112066,0.006777111111111111,0.04070099194844564,90.0,9
complete_coloring,k8_color7,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.04463944444444444,0.044016,0.008331297034542568,0.04463944444444444,0.044016,0.008331297034542568,0.0,0.0,0.0,0
complete_coloring,k8_color7,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.04831111111111111,0.047324,0.004884481688072044,0.04831111111111111,0.047324,0.004884481688072044,0.0,0.0,0.0,0
complete_coloring,k8_color7,static_weighted_glucose,3,3,9,9,9,9,9,0,0.6632323155670166,0.5785260452423096,0.26706952313202215,0.046344666666666666,0.046716,0.005294070881656195,0.0,0.0,0.0,0
complete_coloring,k8_color7,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,0.6684950553394159,0.5841050748943091,0.26668650496458474,0.046344666666666666,0.046716,0.005294070881656195,0.003893888888888889,0.0,56.0,9
complete_coloring,k8_color7,event_adapter_final,3,3,9,9,9,9,9,9,0.7036903806211948,0.6337727698301674,0.2435314258160725,0.040839,0.040675,0.000883135182177677,0.003893888888888889,0.04070099194844564,56.0,9
complete_coloring,k9_color8,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.5476782222222222,0.570285,0.10582064848338646,0.5476782222222222,0.570285,0.10582064848338646,0.0,0.0,0.0,0
complete_coloring,k9_color8,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.7345836666666666,0.713023,0.057374873594631996,0.7345836666666666,0.713023,0.057374873594631996,0.0,0.0,0.0,0
complete_coloring,k9_color8,static_weighted_glucose,3,3,9,9,9,9,9,0,1.2075412775082057,1.0769918373565672,0.35039837570010685,0.72991,0.733793,0.10793288491002175,0.0,0.0,0.0,0
complete_coloring,k9_color8,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,1.2131542766211365,1.0833022895422577,0.35010523571206403,0.72991,0.733793,0.10793288491002175,0.004543777777777778,0.0,72.0,9
complete_coloring,k9_color8,event_adapter_final,3,3,9,9,9,9,9,9,0.9955035589918096,0.9490841163740158,0.3337254584987133,0.46831277777777774,0.476035,0.058248506162771614,0.004543777777777778,0.04394650459289551,72.0,9
php,php_p10_h9,plain_unguided_glucose,3,3,9,9,9,9,9,0,4.3872744444444445,4.25401,0.3700559642172756,4.3872744444444445,4.25401,0.3700559642172756,0.0,0.0,0.0,0
