family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
complete_coloring,plain_unguided_glucose,27,1,27,27,27,27,0,1.713686,0.625634,1.7203606195678864,1.713686,0.625634,1.7203606195678864,138452.77777777778,127753.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,neutral_weighted_glucose,27,1,27,27,27,27,0,1.6820549999999999,0.727566,1.691841085475904,1.6820549999999999,0.727566,1.691841085475904,116941.44444444444,108454.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,static_weighted_glucose,27,1,27,27,27,27,0,2.1874417127764665,1.0841676975250243,2.1957904336008207,1.6336662962962962,0.775916,1.6420150171206505,112804.11111111111,104668.22222222222,0.5537754164801704,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,cached_trace_no_adapter_final,27,1,27,27,27,27,27,2.194613837752126,1.0937740909534097,2.207898453878308,1.6336662962962962,0.775916,1.6420150171206505,112804.11111111111,104668.22222222222,0.5537754164801704,0.00579637037037037,0.010732265672198048,0.0013757546052888588,0.0,72.66666666666667,159.2198944091797
complete_coloring,event_adapter_final,27,1,27,27,27,27,27,2.168547522909054,1.007789241086185,2.1819579401915825,1.5482763703703701,0.415841,1.5567508923510711,130890.0,122308.11111111111,0.5537754164801704,0.00579637037037037,0.010732265672198048,0.0013757546052888588,0.0593236110828541,72.66666666666667,159.2198944091797
php,plain_unguided_glucose,18,1,18,18,18,18,0,2.5789615,2.4275015,2.5868211382379136,2.5789615,2.4275015,2.5868211382379136,204663.16666666666,188881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,neutral_weighted_glucose,18,1,18,18,18,18,0,2.5157783888888887,2.3721115,2.5248253657999964,2.5157783888888887,2.3721115,2.5248253657999964,172352.5,159885.83333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,static_weighted_glucose,18,1,18,18,18,18,0,2.6079749542677138,2.534774833755493,2.619201073112587,2.391096222222222,2.35056,2.4023223410670957,166146.5,154206.16666666666,0.21687873204549155,0.0,0.0,0.0,0.0,0.0,0.0
php,cached_trace_no_adapter_final,18,1,18,18,18,18,18,2.613972687294417,2.5407909850093424,2.629129165938745,2.391096222222222,2.35056,2.4023223410670957,166146.5,154206.16666666666,0.21687873204549155,0.004784333333333333,0.008714693132787943,0.0012133996933698654,0.0,81.0,176.2218805948893
php,event_adapter_final,18,1,18,18,18,18,18,2.6356472232542965,2.3115362049221395,2.6501694505309894,2.342373222222222,2.0095505,2.3529650896994605,199726.66666666666,186565.16666666666,0.21687873204549155,0.004784333333333333,0.008714693132787943,0.0012133996933698654,0.07039753595987956,81.0,176.2218805948893
