warmup_conflicts,family,base_instance_id,observations,base_instances,variants,repeats,final_cpu_lim,warmup_cpu_lim,event_adapter_solved_rows,known_expected_rows,known_expected_match_rows,warmup_cpu_mean,warmup_cpu_median,warmup_conflict_count_mean,event_state_l2_sum_mean,event_state_nonzero_vars_mean,graph_gate_open_fraction,adapter_cached_final_cpu_delta_mean,adapter_cached_final_cpu_delta_median,adapter_cached_protocol_delta_mean,adapter_plain_final_cpu_delta_mean,adapter_plain_final_cpu_delta_median,adapter_plain_protocol_delta_mean,adapter_plain_protocol_delta_median,adapter_cached_decisions_delta_mean,adapter_cached_conflicts_delta_mean,neutral_plain_final_cpu_delta_mean,static_neutral_final_cpu_delta_mean,adapter_cached_final_cpu_improved_fraction,adapter_plain_final_cpu_improved_fraction,adapter_plain_protocol_improved_fraction
1,complete_coloring,k10_color9,9,1,3,3,10.0,5.0,9,9,9,0.007388,0.007236,1.0,136.9733123779297,90.0,1.0,-0.23327777777777792,-0.13999999999999968,-0.19026706610785618,-0.6645788888888889,-0.9151899999999995,-0.21203344871658786,-0.3479906454654933,13976.666666666666,14065.666666666666,-0.4367100000000001,0.005408888888889043,0.6666666666666666,0.7777777777777778,0.6666666666666666
1,complete_coloring,k8_color7,9,1,3,3,10.0,5.0,9,9,9,0.0044418888888888884,0.003961,1.0,84.77042134602864,56.0,1.0,-0.011189777777777778,-0.011482,0.03182093389214411,-0.006856888888888889,-0.009434000000000005,0.442327556868328,0.5541330236500501,-190.33333333333334,-190.66666666666666,0.007161999999999998,-0.002829111111111111,0.7777777777777778,0.7777777777777778,0.0
1,complete_coloring,k9_color8,9,1,3,3,10.0,5.0,9,9,9,0.00581088888888889,0.00505,1.0,109.49154917399089,72.0,1.0,-0.22177744444444444,-0.21809499999999998,-0.18373903171454534,-0.13182033333333334,-0.06605899999999998,0.24280166724582516,0.2502651983083486,-5948.333333333333,-5473.666666666667,0.13839722222222223,-0.048440111111111114,1.0,1.0,0.1111111111111111
1,php,php_p10_h9,9,1,3,3,10.0,5.0,9,9,9,0.006046555555555556,0.00562,1.0,136.9733123779297,90.0,1.0,-0.14064,0.13186999999999927,-0.11254618515014655,-0.526771111111111,-0.7949399999999995,-0.30351676416834855,-0.5632157085619562,18725.333333333332,18743.333333333332,-0.12596111111111088,-0.2601700000000001,0.3333333333333333,0.6666666666666666,0.6666666666666666
1,php,php_p9_h8,9,1,3,3,10.0,5.0,9,9,9,0.004650333333333334,0.00524,1.0,109.49154917399089,72.0,1.0,-0.2513798888888889,-0.291927,-0.22328607403903533,-0.13127755555555554,-0.06760899999999992,0.09059358274228044,0.11123563260024782,-5948.333333333333,-5473.666666666667,0.10026833333333333,0.019833999999999994,1.0,0.8888888888888888,0.3333333333333333
1,random_3sat_control,random_3sat_control_v160_c704_seed2615,9,1,3,3,10.0,5.0,9,0,0,0.0030646666666666665,0.003479,1.0,250.46484883626303,160.0,1.0,-0.0022764444444444442,-0.0008520000000000055,0.034371564114040715,-0.01647155555555556,-0.010644999999999995,1.0594279896501568,0.3421404743013382,723.0,512.6666666666666,0.012143444444444445,-0.026338555555555556,0.5555555555555556,0.7777777777777778,0.0
1,random_3sat_control,random_3sat_control_v180_c760_seed3301,9,1,3,3,10.0,5.0,9,0,0,0.003621888888888889,0.003697,1.0,291.29674275716144,180.0,1.0,0.5417011111111111,0.505706,0.5826262165239123,-0.14571222222222222,-0.008607000000000031,1.3584894252139132,1.9032742662183642,35607.0,31316.0,-0.5703927777777777,-0.11702055555555556,0.0,0.6666666666666666,0.1111111111111111
1,random_3sat_control,random_3sat_control_v220_c928_seed3303,9,1,3,3,10.0,5.0,9,0,0,0.003287444444444445,0.003959,1.0,331.58192952473956,220.0,1.0,0.006783333333333333,0.008461999999999999,0.047708438746134396,-0.7423058888888889,-0.7129099999999999,0.7616076666482223,0.8371673208928707,800.6666666666666,656.3333333333334,-0.4000696666666667,-0.3490195555555555,0.0,1.0,0.2222222222222222
1,random_3sat_control,random_3sat_control_v220_c942_seed3304,9,1,3,3,10.0,5.0,9,0,0,0.0027512222222222226,0.003857,1.0,323.7030029296875,220.0,1.0,0.12956033333333336,0.141092,0.19325441305033364,-0.05427544444444443,-0.04444199999999998,0.407546170351651,0.31060678440952305,13804.666666666666,12228.333333333334,0.14150622222222223,-0.325342,0.0,1.0,0.0
1,random_3sat_control,random_3sat_control_v260_c1097_seed3305,9,1,3,3,10.0,5.0,9,0,0,0.005842111111111111,0.00573,1.0,390.126953125,260.0,1.0,0.6973734444444444,0.4992699999999999,0.7610675241614447,-4.150388111111111,-3.9952220000000005,-3.685719097884489,-3.6515245576256516,34215.333333333336,30278.333333333332,-3.3501816666666664,-1.497579888888889,0.3333333333333333,1.0,1.0
