family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
subset_cardinality,plain_unguided_glucose,27,1,27,27,27,27,0,0.0015654444444444444,0.001244,0.0025523964108692277,0.0015654444444444444,0.001244,0.0025523964108692277,242.0,181.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,neutral_weighted_glucose,27,1,27,27,27,27,0,0.0020617407407407407,0.001872,0.004513734675667904,0.0020617407407407407,0.001872,0.004513734675667904,263.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,static_weighted_glucose,27,1,27,27,27,27,0,0.2804205616002966,0.18726412776184082,0.28248290186402975,0.0014367037037037037,0.001314,0.003499043967436861,208.44444444444446,169.55555555555554,0.27898385789659286,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,cached_trace_no_adapter_final,27,1,27,27,27,27,27,0.28229518004267745,0.18896033101177215,0.2866664557131352,0.0014367037037037037,0.001314,0.003499043967436861,208.44444444444446,169.55555555555554,0.27898385789659286,0.0009554074074074074,0.003264342814132019,0.0009192110349734625,0.0,41.0,63.58079952663846
subset_cardinality,event_adapter_final,27,1,27,27,27,27,27,0.30520906028209355,0.219058486010015,0.3093462682294625,0.002054111111111111,0.001536,0.0038823836517554743,220.66666666666666,180.88888888888889,0.27898385789659286,0.0009554074074074074,0.003264342814132019,0.0009192110349734625,0.022296472832008644,41.0,63.58079952663846
__overall__,plain_unguided_glucose,135,4,135,72,72,135,0,1.646912311111111,0.630041,1.6532883011080601,1.646912311111111,0.630041,1.6532883011080601,89306.82222222222,80573.24444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,neutral_weighted_glucose,135,4,135,72,72,135,0,1.3761872296296298,0.497816,1.3841976573828745,1.3761872296296298,0.497816,1.3841976573828745,73801.06666666667,66834.88888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,static_weighted_glucose,135,4,135,72,72,135,0,1.5430250655314128,0.710408476852417,1.550551206011463,1.0635655925925926,0.053475,1.0710917330726428,65128.15555555555,59902.77777777778,0.4794594729388202,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,cached_trace_no_adapter_final,135,4,135,72,72,135,135,1.5487900707720688,0.7162415287761688,1.5617516628639014,1.0635655925925926,0.053475,1.0710917330726428,65128.15555555555,59902.77777777778,0.4794594729388202,0.004651614814814815,0.01008706642659726,0.0011133904258410136,0.0,140.2,214.57329254150392
__overall__,event_adapter_final,135,4,135,72,72,135,135,1.6797109276901774,0.8088996449588537,1.6921384526002738,1.1610721333333334,0.433634,1.1680642066316471,71400.3111111111,65178.91111111111,0.4794594729388202,0.004651614814814815,0.01008706642659726,0.0011133904258410136,0.03341431617736816,140.2,214.57329254150392
