family,base_instance_id,repeats,variants,rows,plain_solved_rows,neutral_lost_rows,static_lost_rows,adapter_lost_rows,weighted_binary_input_delta_final_cpu_mean,weighted_binary_input_delta_protocol_time_mean,static_weights_delta_final_cpu_mean,static_weights_delta_protocol_time_mean,event_collection_overhead_delta_final_cpu_mean,event_collection_overhead_delta_protocol_time_mean,adapter_delta_inference_delta_final_cpu_mean,adapter_delta_inference_delta_protocol_time_mean,adapter_inference_wall_time_mean,event_overhead_mean,adapter_delta_overhead_mean,warmup_decisions_mean,warmup_conflicts_mean,event_state_nonzero_vars_mean,graph_gate_open_rows,primary_attribution_modes,primary_attribution_variant_consistency,plain_solved_variant_consistency,neutral_solved_variant_consistency,static_solved_variant_consistency,adapter_solved_variant_consistency,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source
complete_coloring,k10_color9,3,3,9,9,0,0,0,-0.4367100000000001,-0.4367100000000001,0.005408888888889043,0.40618908984714097,0.0,0.008754527544127496,-0.23327777777777792,-0.1902670661078561,0.043010711669921875,0.008754527544127496,-0.1902670661078561,8.0,1.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k8_color7,3,3,9,9,0,0,0,0.007161999999999998,0.007161999999999998,-0.002829111111111111,0.39795108984714084,0.0,0.005393533129043036,-0.011189777777777778,0.03182093389214411,0.043010711669921875,0.005393533129043036,0.03182093389214411,6.0,1.0,56.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k9_color8,3,3,9,9,0,0,0,0.13839722222222223,0.13839722222222223,-0.048440111111111114,0.28149467134094236,0.0,0.00664880539720589,-0.22177744444444444,-0.18373903171454536,0.038038412729899086,0.00664880539720589,-0.18373903171454536,7.0,1.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p10_h9,3,3,9,9,0,0,0,-0.12596111111111088,-0.12596111111111088,-0.2601700000000001,-0.07192605456034354,0.0,0.006916586653252368,-0.14064,-0.11254618515014646,0.028093814849853516,0.006916586653252368,-0.11254618515014646,8.0,1.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p10_h9,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p9_h8,3,3,9,9,0,0,0,0.10026833333333333,0.10026833333333333,0.019833999999999994,0.20807794543965655,0.0,0.0055333780083259105,-0.2513798888888889,-0.22328607403903536,0.028093814849853516,0.0055333780083259105,-0.22328607403903536,7.0,1.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p9_h8,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v160_c704_seed2615,3,3,9,9,0,0,0,0.012143444444444445,0.012143444444444445,-0.026338555555555556,1.0088240787641736,0.0,0.00408890232749783,-0.0022764444444444442,0.034371564114040756,0.03664800855848524,0.00408890232749783,0.034371564114040756,20.0,1.0,160.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars160_clauses704,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v180_c760_seed3301,3,3,9,9,0,0,0,-0.5703927777777777,-0.5703927777777777,-0.11702055555555556,1.34160142320421,0.0,0.004654563263568618,0.5417011111111111,0.5826262165239123,0.04092510541280111,0.004654563263568618,0.5826262165239123,25.0,1.0,180.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars180_clauses760,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c928_seed3303,3,3,9,9,0,0,0,-0.4000696666666667,-0.4000696666666667,-0.3490195555555555,1.10960242320421,0.0,0.0043664713645445285,0.006783333333333333,0.047708438746134424,0.04092510541280111,0.0043664713645445285,0.047708438746134424,28.0,1.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses928,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c942_seed3304,3,3,9,9,0,0,0,0.14150622222222223,0.14150622222222223,-0.325342,0.06871010812886555,0.0,0.004075426950229567,0.12956033333333336,0.19325441305033367,0.06369407971700032,0.004075426950229567,0.19325441305033367,24.0,1.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses942,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v260_c1097_seed3305,3,3,9,9,0,0,0,-3.3501816666666664,-3.3501816666666664,-1.497579888888889,-1.1035277807600234,0.0,0.006922825380755861,0.6973734444444444,0.7610675241614447,0.06369407971700032,0.006922825380755861,0.7610675241614447,35.0,1.0,260.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars260_clauses1097,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
