warmup_conflicts,observations,base_instances,variants,repeats,final_cpu_lim,warmup_cpu_lim,event_adapter_solved_rows,known_expected_rows,known_expected_match_rows,warmup_cpu_mean,warmup_cpu_median,warmup_conflict_count_mean,event_state_l2_sum_mean,event_state_nonzero_vars_mean,graph_gate_open_fraction,adapter_cached_final_cpu_delta_mean,adapter_cached_final_cpu_delta_median,adapter_cached_protocol_delta_mean,adapter_plain_final_cpu_delta_mean,adapter_plain_final_cpu_delta_median,adapter_plain_protocol_delta_mean,adapter_plain_protocol_delta_median,adapter_cached_decisions_delta_mean,adapter_cached_conflicts_delta_mean,neutral_plain_final_cpu_delta_mean,static_neutral_final_cpu_delta_mean,adapter_cached_final_cpu_improved_fraction,adapter_plain_final_cpu_improved_fraction,adapter_plain_protocol_improved_fraction
1,135,15,3,3,10.0,5.0,135,72,72,0.0039779481481481485,0.003821,1.0,214.57329254150392,140.2,1.0,0.05057509629629628,0.001036,0.09350432356013542,-0.48454336296296296,-0.036312000000000004,0.0771468003082624,0.24103336000764375,9641.866666666667,8356.511111111111,-0.22485774074074072,-0.3102607185185185,0.43703703703703706,0.7777777777777778,0.26666666666666666
3,135,15,3,3,10.0,5.0,135,72,72,0.003972303703703704,0.003683,3.0,291.57310638427737,140.2,1.0,-0.08276362962962962,-0.0007769999999999999,-0.03012844382279005,-0.5281344740740741,-0.03703500000000004,-0.1860098452860064,0.19057485185432432,11636.022222222222,10573.288888888888,-0.1791484074074074,-0.2662224370370371,0.5777777777777777,0.6962962962962963,0.3037037037037037
