family,base_instance_id,method,repeats,variants,rows,solved_rows,known_expected_rows,known_expected_match_rows,protocol_supported_rows,events_available_rows,mean_protocol_accounted_time,median_protocol_accounted_time,std_protocol_accounted_time,mean_final_cpu_time,median_final_cpu_time,std_final_cpu_time,mean_warmup_cpu_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,graph_gate_open_rows
complete_coloring,k10_color9,plain_unguided_glucose,3,3,9,9,9,9,9,0,4.46479,4.27316,0.3762939051127455,4.46479,4.27316,0.3762939051127455,0.0,0.0,0.0,0
complete_coloring,k10_color9,neutral_weighted_glucose,3,3,9,9,9,9,9,0,4.25831888888889,4.24101,0.23603292055582245,4.25831888888889,4.24101,0.23603292055582245,0.0,0.0,0.0,0
complete_coloring,k10_color9,static_weighted_glucose,3,3,9,9,9,9,9,0,5.066968475273979,4.920638580932617,0.560493949767038,4.699178888888889,4.53264,0.47045960210321064,0.0,0.0,0.0,0
complete_coloring,k10_color9,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,5.076168778201666,4.930788159205913,0.5620713217557979,4.699178888888889,4.53264,0.47045960210321064,0.007648777777777778,0.0,90.0,9
complete_coloring,k10_color9,event_adapter_final,3,3,9,9,9,9,9,9,4.613615788072407,4.538603305755496,0.521172253876997,4.177501111111111,4.2583,0.521087252805239,0.007648777777777778,0.05912478764851888,90.0,9
complete_coloring,k8_color7,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.047135222222222224,0.049189,0.005939829664598511,0.047135222222222224,0.049189,0.005939829664598511,0.0,0.0,0.0,0
complete_coloring,k8_color7,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.052501,0.052817,0.006919293876545495,0.052501,0.052817,0.006919293876545495,0.0,0.0,0.0,0
complete_coloring,k8_color7,static_weighted_glucose,3,3,9,9,9,9,9,0,0.41644247527398004,0.4357945809326172,0.13161470601239644,0.048652888888888884,0.047796,0.006262687191702225,0.0,0.0,0.0,0
complete_coloring,k8_color7,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,0.4202538466809127,0.44069908792841433,0.13249796171803338,0.048652888888888884,0.047796,0.006262687191702225,0.002562,0.0,56.0,9
complete_coloring,k8_color7,event_adapter_final,3,3,9,9,9,9,9,9,0.47023718988498714,0.4875697327808738,0.12650945013799958,0.039511444444444446,0.038968,0.004799551752797107,0.002562,0.05912478764851888,56.0,9
complete_coloring,k9_color8,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.6102091111111112,0.62579,0.08921383804859596,0.6102091111111112,0.62579,0.08921383804859596,0.0,0.0,0.0,0
complete_coloring,k9_color8,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.7349085555555556,0.732779,0.07964649779040996,0.7349085555555556,0.732779,0.07964649779040996,0.0,0.0,0.0,0
complete_coloring,k9_color8,static_weighted_glucose,3,3,9,9,9,9,9,0,1.089378089952257,1.1038643466644287,0.1358295655223298,0.7813997777777778,0.807452,0.08409142742987806,0.0,0.0,0.0,0
complete_coloring,k9_color8,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,1.0946223349125517,1.1100965602889061,0.13500576977357281,0.7813997777777778,0.807452,0.08409142742987806,0.0039024444444444445,0.0,72.0,9
complete_coloring,k9_color8,event_adapter_final,3,3,9,9,9,9,9,9,0.7980251394406822,0.7896343859877586,0.13397553408726068,0.42906344444444444,0.421786,0.027214617038051038,0.0039024444444444445,0.055739137861463756,72.0,9
php,php_p10_h9,plain_unguided_glucose,3,3,9,9,9,9,9,0,4.536519999999999,4.31573,0.40546588796099753,4.536519999999999,4.31573,0.40546588796099753,0.0,0.0,0.0,0
php,php_p10_h9,neutral_weighted_glucose,3,3,9,9,9,9,9,0,4.458295555555555,4.28847,0.404264093975433,4.458295555555555,4.28847,0.404264093975433,0.0,0.0,0.0,0
php,php_p10_h9,static_weighted_glucose,3,3,9,9,9,9,9,0,4.610977985975477,4.512695959854126,0.4868125653421318,4.4226222222222225,4.2813,0.46746860420721786,0.0,0.0,0.0,0
