warmup_conflicts,observations,base_instances,variants,repeats,final_cpu_lim,warmup_cpu_lim,event_adapter_solved_rows,known_expected_rows,known_expected_match_rows,warmup_cpu_mean,warmup_cpu_median,warmup_conflict_count_mean,event_state_l2_sum_mean,event_state_nonzero_vars_mean,graph_gate_open_fraction,adapter_cached_final_cpu_delta_mean,adapter_cached_final_cpu_delta_median,adapter_cached_protocol_delta_mean,adapter_plain_final_cpu_delta_mean,adapter_plain_final_cpu_delta_median,adapter_plain_protocol_delta_mean,adapter_plain_protocol_delta_median,adapter_cached_decisions_delta_mean,adapter_cached_conflicts_delta_mean,neutral_plain_final_cpu_delta_mean,static_neutral_final_cpu_delta_mean,adapter_cached_final_cpu_improved_fraction,adapter_plain_final_cpu_improved_fraction,adapter_plain_protocol_improved_fraction
1,135,15,3,3,10.0,5.0,135,72,72,0.004651614814814815,0.004595,1.0,214.57329254150392,140.2,1.0,0.09750654074074075,0.003929,0.13092085691810892,-0.4858401777777777,-0.048980000000000246,0.03279861657906643,0.218491486010015,6272.155555555555,5276.133333333333,-0.27072508148148144,-0.31262163703703705,0.362962962962963,0.6962962962962963,0.2814814814814815
3,135,15,3,3,10.0,5.0,135,72,72,0.005396133333333333,0.004612,3.0,291.57310638427737,140.2,1.0,0.07224188888888888,0.002713,0.07549716963082773,-0.35180755555555554,-0.014082000000000039,-0.22697883504566085,0.0670072984994649,16969.37777777778,15457.266666666666,-0.18052797777777777,-0.24352146666666669,0.3851851851851852,0.6444444444444445,0.362962962962963
