method,family,control_type,scale,benchmark_role,solver_path_role,rows,base_instances,solved_rows,unsolved_rows,indeterminate_rows,known_expected_rows,unknown_expected_rows,known_expected_match_rows,known_expected_wrong_rows,mean_final_cpu_time,median_final_cpu_time,mean_protocol_accounted_time,median_protocol_accounted_time
cached_trace_no_adapter_final,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.8430771851851853,0.807452,2.1970149865983766,1.1100965602889061
cached_trace_no_adapter_final,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.5531113333333333,2.2995535,2.7481892035047775,2.5355997769822776
cached_trace_no_adapter_final,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.148857126984127,0.053536,1.4631426766710907,0.28093739091581105
cached_trace_no_adapter_final,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.002185,0.0024575,0.230425448224369,0.22617363423520326
cached_trace_no_adapter_final,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0017293333333333334,0.001666,0.23562208921180833,0.26134481377595664
event_adapter_final,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.548692,0.421786,1.9606260391326922,0.7896343859877586
event_adapter_final,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.323948888888889,2.1723625,2.5679945973476865,2.4513163506517115
event_adapter_final,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.1633221587301585,0.453379,1.5362212358059222,0.7508771246644854
event_adapter_final,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0018496666666666666,0.002153,0.2704500887985064,0.28089672245588904
event_adapter_final,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0011707777777777777,0.001305,0.2616522914890978,0.28086547386246924
neutral_weighted_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.6819094814814817,0.732779,1.6819094814814817,0.732779
neutral_weighted_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.5729397222222223,2.3611945,2.5729397222222223,2.3611945
neutral_weighted_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.782804238095238,0.608703,1.782804238095238,0.608703
neutral_weighted_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.002195666666666667,0.0020375000000000002,0.002195666666666667,0.0020375000000000002
neutral_weighted_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.001261111111111111,0.001191,0.001261111111111111,0.001191
plain_unguided_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.7073781111111113,0.62579,1.7073781111111113,0.62579
plain_unguided_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.587953222222222,2.435413,2.587953222222222,2.435413
plain_unguided_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,2.1516452063492064,0.725069,2.1516452063492064,0.725069
plain_unguided_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.001599888888888889,0.001555,0.001599888888888889,0.001555
plain_unguided_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.001359111111111111,0.001054,0.001359111111111111,0.001054
static_weighted_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.8430771851851853,0.807452,2.190929680166739,1.1038643466644287
static_weighted_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.5531113333333333,2.2995535,2.7414670970865886,2.530949459854126
static_weighted_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.148857126984127,0.053536,1.457377610576327,0.27805312673950194
static_weighted_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.002185,0.0024575,0.2282358272382948,0.22426110430908203
static_weighted_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0017293333333333334,0.001666,0.23359275254821776,0.2593731218414307
cached_trace_no_adapter_final,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.2455702296296296,0.053869,1.5350596726108579,0.44069908792841433
event_adapter_final,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.1628066000000001,0.397261,1.5049312287880676,0.6110052341053486
neutral_weighted_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.5117926666666668,0.608703,1.5117926666666668,0.608703
plain_unguided_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.690941074074074,0.626642,1.690941074074074,0.626642
static_weighted_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.2455702296296296,0.053869,1.5298287277154994,0.4357945809326172
