method,family,control_type,scale,benchmark_role,solver_path_role,rows,base_instances,solved_rows,unsolved_rows,indeterminate_rows,known_expected_rows,unknown_expected_rows,known_expected_match_rows,known_expected_wrong_rows,mean_final_cpu_time,median_final_cpu_time,mean_protocol_accounted_time,median_protocol_accounted_time
neutral_weighted_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.7392233333333333,0.612053,1.7392233333333333,0.612053
neutral_weighted_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0020404999999999998,0.0021465,0.0020404999999999998,0.0021465
neutral_weighted_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0015286666666666667,0.001591,0.0015286666666666667,0.001591
plain_unguided_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.7544964814814816,0.623479,1.7544964814814816,0.623479
plain_unguided_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.562560722222222,2.4003505,2.562560722222222,2.4003505
plain_unguided_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,2.1757467142857143,0.724641,2.1757467142857143,0.724641
plain_unguided_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0023408333333333332,0.002188,0.0023408333333333332,0.002188
plain_unguided_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0012868888888888888,0.001402,0.0012868888888888888,0.001402
static_weighted_glucose,complete_coloring,strong_symmetry,large,main,patched_pretrue_main,27,3,27,0,0,27,0,27,0,1.6421594444444443,0.661873,2.0193245059006304,1.035059166534424
static_weighted_glucose,php,strong_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,2.429546333333333,2.354654,2.61779027877299,2.508708252677917
static_weighted_glucose,random_3sat_control,non_symmetric_control,large,control,patched_pretrue_main,63,7,63,0,0,0,63,0,0,1.115235380952381,0.053463,1.9024395973493788,1.6278359587860107
static_weighted_glucose,subset_cardinality,weak_symmetry,large,main,patched_pretrue_main,18,2,18,0,0,18,0,18,0,0.0022679444444444444,0.0019685,0.292056693927341,0.23551623425292967
static_weighted_glucose,subset_cardinality,weak_symmetry,medium,main,patched_pretrue_main,9,1,9,0,0,9,0,9,0,0.0012749999999999999,0.001399,0.10981529655456543,0.0551583995513916
cached_trace_no_adapter_final,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.1732019703703702,0.059792,1.6919629063777566,0.8867633539466262
event_adapter_final,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.2237770666666665,0.41997,1.785467229937892,0.8167454423743487
neutral_weighted_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.4834626888888889,0.612053,1.4834626888888889,0.612053
plain_unguided_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.7083204296296295,0.632036,1.7083204296296295,0.632036
static_weighted_glucose,__overall__,__overall__,__overall__,__overall__,patched_pretrue_main,135,15,135,0,0,72,63,72,0,1.1732019703703702,0.059792,1.6869706627401846,0.8815128372802734
