warmup_conflicts,source_csv,repeat_id,base_instance_id,variant,instance_id,family,control_type,scale,benchmark_role,symmetry_strength,num_vars,num_clauses,final_cpu_lim,warmup_cpu_lim,checkpoint,plain_unguided_glucose_final_cpu_time,plain_unguided_glucose_protocol_accounted_time,plain_unguided_glucose_final_decisions,plain_unguided_glucose_final_conflicts,plain_unguided_glucose_final_solved,neutral_weighted_glucose_final_cpu_time,neutral_weighted_glucose_protocol_accounted_time,neutral_weighted_glucose_final_decisions,neutral_weighted_glucose_final_conflicts,neutral_weighted_glucose_final_solved,static_weighted_glucose_final_cpu_time,static_weighted_glucose_protocol_accounted_time,static_weighted_glucose_final_decisions,static_weighted_glucose_final_conflicts,static_weighted_glucose_final_solved,cached_trace_no_adapter_final_final_cpu_time,cached_trace_no_adapter_final_protocol_accounted_time,cached_trace_no_adapter_final_final_decisions,cached_trace_no_adapter_final_final_conflicts,cached_trace_no_adapter_final_final_solved,event_adapter_final_final_cpu_time,event_adapter_final_protocol_accounted_time,event_adapter_final_final_decisions,event_adapter_final_final_conflicts,event_adapter_final_final_solved,known_expected_result,event_adapter_final_known_expected_match,warmup_cpu_time,warmup_conflict_count,warmup_decisions,event_state_l2_sum,event_state_nonzero_vars,event_adapter_graph_gate_evidence,event_adapter_graph_gate_open,adapter_inference_wall_time,adapter_cached_final_cpu_delta,adapter_cached_protocol_delta,adapter_plain_final_cpu_delta,adapter_plain_protocol_delta,adapter_cached_decisions_delta,adapter_cached_conflicts_delta,neutral_plain_final_cpu_delta,static_neutral_final_cpu_delta,adapter_cached_final_cpu_improved,adapter_plain_final_cpu_improved,adapter_plain_protocol_improved
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k10_color9,base,k10_color9,complete_coloring,strong_symmetry,large,main,strong,90,775,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,4.36195,4.36195,340861.0,314066.0,True,4.16278,4.16278,322229.0,299168.0,True,4.15394,4.350485839309693,321840.0,298649.0,True,4.15394,4.3636808582092526,321840.0,298649.0,True,3.36838,3.5919112272430658,277364.0,257689.0,True,True,True,0.011722,1.0,8.0,136.93209838867188,90,0.6931471824645996,True,0.0137903690338134,-0.7855600000000003,-0.7717696309661868,-0.9935700000000001,-0.7700387727569344,-44476.0,-40960.0,-0.1991700000000005,-0.008839999999999293,True,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k10_color9,perm_seed1730,k10_color9_perm1730,complete_coloring,strong_symmetry,large,main,strong,90,775,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,5.54559,5.54559,413643.0,382655.0,True,4.34295,4.34295,283792.0,262594.0,True,4.10094,4.297485839309692,247778.0,229737.0,True,4.10094,4.304449552230298,247778.0,229737.0,True,3.96094,4.178239921264112,283662.0,265513.0,True,True,True,0.006016,1.0,8.0,136.98228454589844,90,0.6931471824645996,True,0.0137903690338134,-0.13999999999999968,-0.1262096309661862,-1.58465,-1.367350078735888,35884.0,35776.0,-1.2026399999999997,-0.2420100000000005,True,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k10_color9,perm_seed1731,k10_color9_perm1731,complete_coloring,strong_symmetry,large,main,strong,90,775,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,4.3749,4.3749,340033.0,312592.0,True,4.01652,4.01652,290369.0,269757.0,True,4.14829,4.344835839309693,290369.0,269757.0,True,4.14829,4.353158659736276,290369.0,269757.0,True,4.41972,4.638379028770089,340891.0,317138.0,True,True,True,0.007536,1.0,8.0,137.00555419921875,90,0.6931471824645996,True,0.0137903690338134,0.2714299999999996,0.2852203690338131,0.04481999999999964,0.2634790287700888,50522.0,47381.0,-0.35838000000000036,0.1317700000000004,False,False,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k8_color7,base,k8_color7,complete_coloring,strong_symmetry,large,main,strong,56,372,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.052843,0.052843,6158.0,5600.0,True,0.053309,0.053309,5946.0,5440.0,True,0.059792,0.2563378393096924,5946.0,5440.0,True,0.059792,0.264116650745213,5946.0,5440.0,True,0.042796,0.2609110197790265,5866.0,5315.0,True,True,True,0.007072,1.0,6.0,84.73548889160156,56,0.6931471824645996,True,0.0137903690338134,-0.016995999999999997,-0.0032056309661865345,-0.010047,0.20806801977902648,-80.0,-125.0,0.00046600000000000114,0.006482999999999996,True,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k8_color7,perm_seed1730,k8_color7_perm1730,complete_coloring,strong_symmetry,large,main,strong,56,372,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.053791,0.053791,6138.0,5624.0,True,0.055211,0.055211,6264.0,5696.0,True,0.062006,0.2585518393096924,6264.0,5696.0,True,0.062006,0.266449934226334,6264.0,5696.0,True,0.040327,0.2585613032601476,5657.0,5203.0,True,True,True,0.007205,1.0,6.0,84.79159545898438,56,0.6931471824645996,True,0.0137903690338134,-0.021678999999999997,-0.007888630966186416,-0.013463999999999997,0.20477030326014758,-607.0,-493.0,0.0014200000000000046,0.0067949999999999955,True,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k8_color7,perm_seed1731,k8_color7_perm1731,complete_coloring,strong_symmetry,large,main,strong,56,372,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.034399,0.034399,5800.0,5271.0,True,0.06946,0.06946,6148.0,5641.0,True,0.064264,0.2608098393096923,6148.0,5641.0,True,0.064264,0.2687162500360608,6148.0,5641.0,True,0.036824,0.2550666190698743,6264.0,5687.0,True,True,True,0.007201,1.0,6.0,84.7841796875,56,0.6931471824645996,True,0.0137903690338134,-0.02744,-0.013649630966186488,0.0024250000000000035,0.2206676190698743,116.0,46.0,0.035060999999999995,-0.005195999999999992,True,False,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k9_color8,base,k9_color8,complete_coloring,strong_symmetry,large,main,strong,72,549,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.688656,0.688656,46557.0,43529.0,True,0.73929,0.73929,44352.0,41138.0,True,0.642857,0.8394028393096924,43519.0,40436.0,True,0.642857,0.8472201640017629,43519.0,40436.0,True,0.387835,0.6059885330355763,33721.0,31431.0,True,True,True,0.007036,1.0,7.0,109.32144165039062,72,0.6931471824645996,True,0.0137903690338134,-0.255022,-0.2412316309661866,-0.30082100000000006,-0.08266746696442373,-9798.0,-9005.0,0.05063399999999996,-0.09643299999999999,True,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k9_color8,perm_seed1730,k9_color8_perm1730,complete_coloring,strong_symmetry,large,main,strong,72,549,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.468277,0.468277,39708.0,36681.0,True,0.877882,0.877882,45794.0,42555.0,True,0.657287,0.8538328393096923,45794.0,42555.0,True,0.657287,0.8630582384402156,45794.0,42555.0,True,0.435422,0.6549836074740291,40354.0,37389.0,True,True,True,0.008514,1.0,7.0,109.58531951904295,72,0.6931471824645996,True,0.0137903690338134,-0.22186499999999998,-0.2080746309661865,-0.03285500000000002,0.18670660747402906,-5440.0,-5166.0,0.40960500000000005,-0.2205950000000001,True,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,k9_color8,perm_seed1731,k9_color8_perm1731,complete_coloring,strong_symmetry,large,main,strong,72,549,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.614545,0.614545,47177.0,43763.0,True,0.69822,0.69822,47579.0,44103.0,True,0.752017,0.9136023309631348,47579.0,44103.0,True,0.752017,0.9179903835166096,47579.0,44103.0,True,0.560256,0.7356075783255696,44972.0,41853.0,True,True,True,0.003724,1.0,7.0,109.56788635253906,72,0.6931471824645996,True,0.0093781948089599,-0.19176100000000007,-0.18238280519104,-0.05428900000000003,0.12106257832556955,-2607.0,-2250.0,0.08367499999999994,0.053797000000000095,True,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,php_p10_h9,base,php_p10_h9,php,strong_symmetry,large,main,strong,90,775,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,4.30467,4.30467,340861.0,314066.0,True,4.6675,4.6675,322229.0,299168.0,True,4.14219,4.303775330963135,321840.0,298649.0,True,4.14219,4.310030248021186,321840.0,298649.0,True,3.35906,3.5362784428301453,277364.0,257689.0,True,True,True,0.00562,1.0,8.0,136.93209838867188,90,0.6931471824645996,True,0.0093781948089599,-0.7831300000000003,-0.7737518051910408,-0.9456099999999998,-0.7683915571698545,-44476.0,-40960.0,0.36283000000000065,-0.5253100000000002,True,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,php_p10_h9,perm_seed1730,php_p10_h9_perm1730,php,strong_symmetry,large,main,strong,90,775,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,5.21413,5.21413,413643.0,382655.0,True,4.76992,4.76992,283792.0,262594.0,True,4.14972,4.311305330963135,247778.0,229737.0,True,4.14972,4.317376364418924,247778.0,229737.0,True,4.28159,4.458624559227883,297908.0,279546.0,True,True,True,0.005316,1.0,8.0,136.98228454589844,90,0.6931471824645996,True,0.0093781948089599,0.13186999999999927,0.14124819480895923,-0.9325400000000004,-0.7555054407721169,50130.0,49809.0,-0.44421,-0.6201999999999996,False,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,php_p10_h9,perm_seed1731,php_p10_h9_perm1731,php,strong_symmetry,large,main,strong,90,775,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,4.15818,4.15818,340033.0,312592.0,True,4.48359,4.48359,290369.0,269757.0,True,4.28275,4.444335330963135,290369.0,269757.0,True,4.28275,4.450360525270045,290369.0,269757.0,True,4.31629,4.493278720079005,340891.0,317138.0,True,True,True,0.005244,1.0,8.0,137.00555419921875,90,0.6931471824645996,True,0.0093781948089599,0.03354000000000035,0.04291819480896031,0.15811000000000064,0.33509872007900565,50522.0,47381.0,0.32541000000000064,-0.20084000000000035,False,False,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,php_p9_h8,base,php_p9_h8,php,strong_symmetry,large,main,strong,72,549,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.706595,0.706595,46557.0,43529.0,True,0.815461,0.815461,44352.0,41138.0,True,0.727036,0.8886213309631348,43519.0,40436.0,True,0.727036,0.8920829105842709,43519.0,40436.0,True,0.392643,0.5670681053932309,33721.0,31431.0,True,True,True,0.002805,1.0,7.0,109.32144165039062,72,0.6931471824645996,True,0.0093781948089599,-0.334393,-0.32501480519104,-0.31395199999999995,-0.13952689460676904,-9798.0,-9005.0,0.10886600000000002,-0.08842499999999998,True,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,php_p9_h8,perm_seed1730,php_p9_h8_perm1730,php,strong_symmetry,large,main,strong,72,549,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.468772,0.468772,39708.0,36681.0,True,0.719332,0.719332,45794.0,42555.0,True,0.795963,0.9575483309631349,45794.0,42555.0,True,0.795963,0.962580569777906,45794.0,42555.0,True,0.437556,0.6135517645868659,40354.0,37389.0,True,True,True,0.004399,1.0,7.0,109.58531951904295,72,0.6931471824645996,True,0.0093781948089599,-0.358407,-0.34902880519104007,-0.03121600000000002,0.14477976458686587,-5440.0,-5166.0,0.25055999999999995,0.076631,True,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,php_p9_h8,perm_seed1731,php_p9_h8_perm1731,php,strong_symmetry,large,main,strong,72,549,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.723351,0.723351,47177.0,43763.0,True,0.817431,0.817431,47579.0,44103.0,True,0.866658,1.028243330963135,47579.0,44103.0,True,0.866658,1.0319859236500264,47579.0,44103.0,True,0.541519,0.7162251184589863,44972.0,41853.0,True,True,True,0.003113,1.0,7.0,109.56788635253906,72,0.6931471824645996,True,0.0093781948089599,-0.32513900000000007,-0.3157608051910401,-0.181832,-0.007125881541013679,-2607.0,-2250.0,0.09408000000000005,0.04922700000000002,True,True,True
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v160_c704_seed2615,base,random_3sat_control_v160_c704_seed2615,random_3sat_control,non_symmetric_control,large,control,none,160,704,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.064107,0.064107,6771.0,5767.0,True,0.052682,0.052682,5702.0,4813.0,True,0.052782,0.2143673309631347,4859.0,4212.0,True,0.052782,0.2187960816175341,4859.0,4212.0,True,0.053462,0.2288542764264941,5652.0,4794.0,True,False,False,0.003479,1.0,20.0,250.25311279296875,160,0.6931471824645996,True,0.0093781948089599,0.00068,0.010058194808960003,-0.010644999999999995,0.16474727642649412,793.0,582.0,-0.011424999999999998,0.00010000000000000286,False,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v160_c704_seed2615,perm_seed1730,random_3sat_control_v160_c704_seed2615_perm1730,random_3sat_control,non_symmetric_control,large,control,none,160,704,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.113578,0.113578,8522.0,7299.0,True,0.084889,0.084889,7934.0,6809.0,True,0.050316,2.3779274463806157,4602.0,4008.0,True,0.050316,2.383958348824501,4602.0,4008.0,True,0.058688,2.431458413933754,5840.0,5008.0,True,False,False,0.005236,1.0,20.0,250.9976043701172,160,0.6931471824645996,True,0.0391280651092529,0.008371999999999997,0.047500065109252976,-0.05489,2.317880413933754,1238.0,1000.0,-0.028688999999999992,-0.034573000000000007,False,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v160_c704_seed2615,perm_seed1731,random_3sat_control_v160_c704_seed2615_perm1731,random_3sat_control,non_symmetric_control,large,control,none,160,704,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.049129,0.049129,5676.0,4847.0,True,0.111507,0.111507,8017.0,6851.0,True,0.046546,2.3741574463806154,4961.0,4384.0,True,0.046546,2.3784697635339502,4961.0,4384.0,True,0.047478,2.418529828643203,5099.0,4340.0,True,False,False,0.003512,1.0,20.0,250.14382934570312,160,0.6931471824645996,True,0.0391280651092529,0.0009320000000000023,0.04006006510925264,-0.0016509999999999997,2.3694008286432027,138.0,-44.0,0.062377999999999996,-0.06496099999999999,False,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v180_c760_seed3301,base,random_3sat_control_v180_c760_seed3301,random_3sat_control,non_symmetric_control,large,control,none,180,760,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,0.550654,0.550654,27442.0,23617.0,True,0.144995,0.144995,10470.0,8910.0,True,0.007167,2.334778446380615,693.0,567.0,True,0.007167,2.33934170024091,693.0,567.0,True,0.488656,2.8599587653501626,33478.0,29309.0,True,False,False,0.003697,1.0,25.0,290.802978515625,180,0.6931471824645996,True,0.0391280651092529,0.481489,0.5206170651092528,-0.061998,2.309304765350163,32785.0,28742.0,-0.405659,-0.137828,False,True,False
1,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=115_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v180_c760_seed3301,perm_seed1730,random_3sat_control_v180_c760_seed3301_perm1730,random_3sat_control,non_symmetric_control,large,control,none,180,760,10.0,5.0,/home/sunshixin/chenchao/my_rlaf/runs/GNN_Glucose_3SAT_EchoSAT_SymmetryGRPO_v1_7_WC1_PositiveCap/iter=115.pt,1.09559,1.09559,47649.0,41152.0,True,0.096867,0.096867,7421.0,6253.0,True,0.009655,2.337266446380615,643.0,525.0,True,0.009655,2.341727920398533,643.0,525.0,True,0.647229,3.0184299855077867,41335.0,36434.0,True,False,False,0.003547,1.0,25.0,292.0396728515625,180,0.6931471824645996,True,0.0391280651092529,0.6375740000000001,0.6767020651092537,-0.448361,1.9228399855077867,40692.0,35909.0,-0.998723,-0.087212,False,True,False
