family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
complete_coloring,plain_unguided_glucose,27,1,27,27,27,27,0,1.7073781111111113,0.62579,1.713877486306484,1.7073781111111113,0.62579,1.713877486306484,138452.77777777778,127753.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,neutral_weighted_glucose,27,1,27,27,27,27,0,1.6819094814814817,0.732779,1.690723356342426,1.6819094814814817,0.732779,1.690723356342426,116941.44444444444,108454.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,static_weighted_glucose,27,1,27,27,27,27,0,2.190929680166739,1.1038643466644287,2.200582943373808,1.8430771851851853,0.807452,1.8527304483922544,112804.11111111111,104668.22222222222,0.3478524949815538,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,cached_trace_no_adapter_final,27,1,27,27,27,27,27,2.1970149865983766,1.1100965602889061,2.2113192158716695,1.8430771851851853,0.807452,1.8527304483922544,112804.11111111111,104668.22222222222,0.3478524949815538,0.004704407407407407,0.009355373473631011,0.0013808990242304626,0.0,72.66666666666667,159.2198944091797
complete_coloring,event_adapter_final,27,1,27,27,27,27,27,1.9606260391326922,0.7896343859877586,1.9701998305541497,1.548692,0.421786,1.553614825355234,129049.0,120787.66666666667,0.3478524949815538,0.004704407407407407,0.009355373473631011,0.0013808990242304626,0.05799623771950051,72.66666666666667,159.2198944091797
php,plain_unguided_glucose,18,1,18,18,18,18,0,2.587953222222222,2.435413,2.596295776000867,2.587953222222222,2.435413,2.596295776000867,204663.16666666666,188881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,neutral_weighted_glucose,18,1,18,18,18,18,0,2.5729397222222223,2.3611945,2.5841893402652607,2.5729397222222223,2.3611945,2.5841893402652607,172352.5,159885.83333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,static_weighted_glucose,18,1,18,18,18,18,0,2.7414670970865886,2.530949459854126,2.752068245473007,2.5531113333333333,2.2995535,2.5637124817197523,166146.5,154206.16666666666,0.18835576375325522,0.0,0.0,0.0,0.0,0.0,0.0
php,cached_trace_no_adapter_final,18,1,18,18,18,18,18,2.7481892035047775,2.5355997769822776,2.76329907676619,2.5531113333333333,2.2995535,2.5637124817197523,166146.5,154206.16666666666,0.18835576375325522,0.005576833333333333,0.010085558208326498,0.0011452730848557418,0.0,81.0,176.2218805948893
php,event_adapter_final,18,1,18,18,18,18,18,2.5679945973476865,2.4513163506517115,2.5809776986845665,2.323948888888889,2.1723625,2.3324232653507755,194959.33333333334,182437.83333333334,0.18835576375325522,0.005576833333333333,0.010085558208326498,0.0011452730848557418,0.048967838287353516,81.0,176.2218805948893
random_3sat_control,plain_unguided_glucose,63,1,63,0,0,63,0,2.1516452063492064,0.725069,2.1587243165140824,2.1516452063492064,0.725069,2.1587243165140824,73455.95238095238,63861.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,neutral_weighted_glucose,63,1,63,0,0,63,0,1.782804238095238,0.608703,1.7920617805498222,1.782804238095238,0.608703,1.7920617805498222,58671.09523809524,50970.09523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,static_weighted_glucose,63,1,63,0,0,63,0,1.457377610576327,0.27805312673950194,1.465354302218036,1.148857126984127,0.053536,1.1568338186258362,43655.95238095238,39373.71428571428,0.3085204835921999,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,cached_trace_no_adapter_final,63,1,63,0,0,63,63,1.4631426766710907,0.28093739091581105,1.4783558917069246,1.148857126984127,0.053536,1.1568338186258362,43655.95238095238,39373.71428571428,0.3085204835921999,0.004415174603174603,0.011651697997299452,0.0013498914915890921,0.0,228.57142857142858,466.8184073311942
random_3sat_control,event_adapter_final,63,1,63,0,0,63,63,1.5362212358059222,0.7508771246644854,1.5510123789546981,1.1633221587301585,0.453379,1.17087677848481,53389.19047619047,47053.23809523809,0.3085204835921999,0.004415174603174603,0.011651697997299452,0.0013498914915890921,0.058613527388799755,228.57142857142858,466.8184073311942
subset_cardinality,plain_unguided_glucose,27,1,27,27,27,27,0,0.0015196296296296295,0.001552,0.0027443755556035925,0.0015196296296296295,0.001552,0.0027443755556035925,242.0,181.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,neutral_weighted_glucose,27,1,27,27,27,27,0,0.0018841481481481482,0.001873,0.0037593790157525626,0.0018841481481481482,0.001873,0.0037593790157525626,263.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,static_weighted_glucose,27,1,27,27,27,27,0,0.23002146900826914,0.25911112184143065,0.23188100568950176,0.002033111111111111,0.00209,0.00389264779234374,208.44444444444446,169.55555555555554,0.22798835789715802,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,cached_trace_no_adapter_final,27,1,27,27,27,27,27,0.23215766188684878,0.261249162751019,0.23605197723265048,0.002033111111111111,0.00209,0.00389264779234374,208.44444444444446,169.55555555555554,0.22798835789715802,0.0011371481481481482,0.003171926812717208,0.0009990447304315036,0.0,41.0,91.9214333428277
