family,base_instance_id,method,repeats,variants,rows,solved_rows,known_expected_rows,known_expected_match_rows,protocol_supported_rows,events_available_rows,mean_protocol_accounted_time,median_protocol_accounted_time,std_protocol_accounted_time,mean_final_cpu_time,median_final_cpu_time,std_final_cpu_time,mean_warmup_cpu_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,graph_gate_open_rows
complete_coloring,k10_color9,plain_unguided_glucose,3,3,9,9,9,9,9,0,3.4971811111111113,3.28754,0.34789342917208294,3.4971811111111113,3.28754,0.34789342917208294,0.0,0.0,0.0,0
complete_coloring,k10_color9,neutral_weighted_glucose,3,3,9,9,9,9,9,0,3.198248888888889,3.18362,0.11767507684769589,3.198248888888889,3.18362,0.11767507684769589,0.0,0.0,0.0,0
complete_coloring,k10_color9,static_weighted_glucose,3,3,9,9,9,9,9,0,3.164003765182495,3.1149418547058105,0.10862623156614114,3.065663333333333,3.02474,0.1049706726900423,0.0,0.0,0.0,0
complete_coloring,k10_color9,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,3.1744657383298476,3.1268543468628525,0.10843567480489627,3.065663333333333,3.02474,0.1049706726900423,0.009058777777777778,0.0,90.0,9
complete_coloring,k10_color9,event_adapter_final,3,3,9,9,9,9,9,9,3.5810456320184736,3.5786650544314385,0.42895939557457335,3.468517777777778,3.47437,0.42694730543644893,0.009058777777777778,0.003725449244181315,90.0,9
complete_coloring,k8_color7,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.03792377777777778,0.034976,0.009882803192639449,0.03792377777777778,0.034976,0.009882803192639449,0.0,0.0,0.0,0
complete_coloring,k8_color7,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.04230188888888889,0.040945,0.003954750891157509,0.04230188888888889,0.040945,0.003954750891157509,0.0,0.0,0.0,0
complete_coloring,k8_color7,static_weighted_glucose,3,3,9,9,9,9,9,0,0.1418585429602729,0.13482185470581054,0.020494909573683256,0.04351811111111111,0.044537,0.002718229775260199,0.0,0.0,0.0,0
complete_coloring,k8_color7,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,0.14754038189920451,0.1389240679613352,0.02061258478755797,0.04351811111111111,0.044537,0.002718229775260199,0.004740111111111111,0.0,56.0,9
complete_coloring,k8_color7,event_adapter_final,3,3,9,9,9,9,9,9,0.13730705336560806,0.12915510372793676,0.01838014571596789,0.029559333333333333,0.029171,0.003250262143273985,0.004740111111111111,0.003725449244181315,56.0,9
