warmup_conflicts,family,base_instance_id,observations,base_instances,variants,repeats,final_cpu_lim,warmup_cpu_lim,event_adapter_solved_rows,known_expected_rows,known_expected_match_rows,warmup_cpu_mean,warmup_cpu_median,warmup_conflict_count_mean,event_state_l2_sum_mean,event_state_nonzero_vars_mean,graph_gate_open_fraction,adapter_cached_final_cpu_delta_mean,adapter_cached_final_cpu_delta_median,adapter_cached_protocol_delta_mean,adapter_plain_final_cpu_delta_mean,adapter_plain_final_cpu_delta_median,adapter_plain_protocol_delta_mean,adapter_plain_protocol_delta_median,adapter_cached_decisions_delta_mean,adapter_cached_conflicts_delta_mean,neutral_plain_final_cpu_delta_mean,static_neutral_final_cpu_delta_mean,adapter_cached_final_cpu_improved_fraction,adapter_plain_final_cpu_improved_fraction,adapter_plain_protocol_improved_fraction
1,random_3sat_control,random_3sat_control_v260_c1113_seed3306,9,1,3,3,10.0,5.0,9,0,0,0.0056359999999999995,0.005424,1.0,397.0021057128906,260.0,1.0,0.47299111111111103,0.7475699999999996,0.5319006597646074,0.7744377777777778,0.9225200000000005,1.4050352140900095,1.27086649104774,50140.333333333336,39158.0,0.8096733333333335,-0.5082266666666667,0.1111111111111111,0.2222222222222222,0.0
1,random_3sat_control,random_3sat_control_v300_c1266_seed3307,9,1,3,3,10.0,5.0,9,0,0,0.006257555555555555,0.0063,1.0,465.98126220703125,300.0,1.0,0.025756,0.023962,0.07265937181091305,-1.187303,-1.255108,-0.8779828742665978,-0.9395103484000563,2163.0,1752.0,0.37780133333333343,-1.5908603333333333,0.0,1.0,0.7777777777777778
1,subset_cardinality,subset_cardinality_bw10,9,1,3,3,10.0,5.0,9,9,9,0.0011801111111111112,0.001511,1.0,62.71916198730469,41.0,1.0,0.0018214444444444445,0.0017180000000000001,0.048724816255357545,0.001021888888888889,0.000644,0.3049629245230754,0.3115778749200105,1.6666666666666667,1.0,0.0003808888888888889,-0.0011804444444444445,0.1111111111111111,0.2222222222222222,0.0
1,subset_cardinality,subset_cardinality_bw12,9,1,3,3,10.0,5.0,9,9,9,0.001415,0.001358,1.0,74.82396443684895,49.0,1.0,0.0004127777777777778,0.0008020000000000002,0.03430050848219127,0.00011811111111111106,0.0002639999999999999,0.21929924869781064,0.1807069438285827,15.0,18.666666666666668,0.00029633333333333334,-0.000591,0.4444444444444444,0.4444444444444444,0.0
1,subset_cardinality,subset_cardinality_bw8,9,1,3,3,10.0,5.0,9,9,9,0.0012863333333333333,0.001324,1.0,53.19927215576172,33.0,1.0,-0.0003003333333333334,-0.00027400000000000015,0.027079576817830388,-0.00017588888888888892,-0.0002279999999999999,0.17635798431405753,0.1695800701904892,10.0,8.333333333333334,-0.00018355555555555557,0.000308,0.6666666666666666,0.5555555555555556,0.0
3,complete_coloring,k10_color9,9,1,3,3,10.0,5.0,9,9,9,0.007861111111111112,0.007436,3.0,194.41254679361978,90.0,1.0,0.042607777777777724,-0.022299999999999986,0.10054714825100379,-0.3453244444444446,-0.7285100000000004,0.3179670862441592,0.029636859966992724,58549.666666666664,56740.666666666664,-0.21951222222222228,-0.16842000000000004,0.5555555555555556,0.6666666666666666,0.4444444444444444
3,complete_coloring,k8_color7,9,1,3,3,10.0,5.0,9,9,9,0.0032313333333333335,0.003675,3.0,125.21592203776042,56.0,1.0,-0.011031111111111111,-0.010758000000000004,0.04690825936211484,-0.010105,-0.011956999999999995,0.6483303402179943,0.5688364451492429,-484.6666666666667,-420.3333333333333,0.004250333333333333,-0.0033242222222222223,1.0,1.0,0.0
3,complete_coloring,k9_color8,9,1,3,3,10.0,5.0,9,9,9,0.0062966666666666666,0.00615,3.0,158.03121439615884,72.0,1.0,-0.2877464444444444,-0.28046499999999996,-0.22565435214233404,-0.14079944444444445,-0.09248200000000006,0.39828714226500855,0.3269272091479897,-3807.3333333333335,-3400.6666666666665,0.12036888888888887,0.02657811111111112,1.0,1.0,0.0
3,php,php_p10_h9,9,1,3,3,10.0,5.0,9,9,9,0.005445888888888889,0.005217,3.0,194.41254679361978,90.0,1.0,0.1499522222222222,0.21967999999999988,0.22034975818210162,-0.3359299999999999,-0.8263999999999996,-0.04199288510274219,-0.46159474016892865,70967.66666666667,68118.66666666667,-0.22829222222222206,-0.25759000000000004,0.4444444444444444,0.6666666666666666,0.5555555555555556
3,php,php_p9_h8,9,1,3,3,10.0,5.0,9,9,9,0.004122777777777777,0.003877,3.0,158.03121439615884,72.0,1.0,-0.2473982222222222,-0.22037899999999994,-0.1770006862623427,-0.13724655555555557,-0.10868699999999998,0.15536433161133525,0.16338459283840656,-3807.3333333333335,-3400.6666666666665,0.10192599999999999,0.008225666666666662,1.0,1.0,0.1111111111111111
3,random_3sat_control,random_3sat_control_v160_c704_seed2615,9,1,3,3,10.0,5.0,9,0,0,0.0030785555555555553,0.003779,3.0,362.77410888671875,160.0,1.0,0.0021515555555555554,-0.00022500000000000298,0.05300480796644422,-0.017739777777777774,-0.008474999999999996,0.34284952071613073,0.23082538542974,492.6666666666667,281.3333333333333,0.01552877777777778,-0.03542011111111111,0.5555555555555556,0.8888888888888888,0.0
3,random_3sat_control,random_3sat_control_v180_c760_seed3301,9,1,3,3,10.0,5.0,9,0,0,0.0033335555555555558,0.003763,3.0,430.87243652343756,180.0,1.0,0.16607222222222223,0.16811900000000002,0.2071533328586154,-0.5364106666666667,-0.34954599999999997,-0.141061144317382,-0.17720653475815062,13097.666666666666,11328.333333333334,-0.585142,-0.11734088888888888,0.0,1.0,0.7777777777777778
3,random_3sat_control,random_3sat_control_v220_c928_seed3303,9,1,3,3,10.0,5.0,9,0,0,0.0037255555555555553,0.004109,3.0,456.0174051920573,220.0,1.0,0.001950888888888889,0.002312,0.04303199952528212,-0.7582637777777778,-0.719818,-0.3624790155700776,-0.5060425835320354,306.0,253.33333333333334,-0.39746577777777775,-0.36274888888888884,0.2222222222222222,1.0,0.5555555555555556
3,random_3sat_control,random_3sat_control_v220_c942_seed3304,9,1,3,3,10.0,5.0,9,0,0,0.003988333333333333,0.004304,3.0,419.5413513183594,220.0,1.0,0.25898433333333337,0.269227,0.34972453719075525,0.030955888888888894,0.010921999999999987,0.4359830048933162,0.3926387721011044,14088.333333333334,12638.333333333334,0.14340477777777774,-0.37143322222222225,0.0,0.4444444444444444,0.0
3,random_3sat_control,random_3sat_control_v260_c1097_seed3305,9,1,3,3,10.0,5.0,9,0,0,0.005846666666666667,0.006312,3.0,493.8140055338542,260.0,1.0,-0.6244791111111111,-0.7077950000000001,-0.5337389072536892,-5.298945777777778,-6.139749999999999,-4.892201785577152,-5.854432506300211,-18311.0,-16973.0,-3.229169666666667,-1.4452969999999996,1.0,1.0,1.0
3,random_3sat_control,random_3sat_control_v260_c1113_seed3306,9,1,3,3,10.0,5.0,9,0,0,0.00613788888888889,0.006505,3.0,480.1115214029948,260.0,1.0,0.8286677777777778,0.8255800000000004,0.9137365069664847,1.0234944444444443,1.0961599999999994,1.4514284497938617,1.6571457411062118,54869.666666666664,43396.666666666664,0.9120688888888888,-0.7172422222222222,0.0,0.0,0.0
3,random_3sat_control,random_3sat_control_v300_c1266_seed3307,9,1,3,3,10.0,5.0,9,0,0,0.007432222222222223,0.008167,3.0,624.5980224609375,300.0,1.0,0.030226999999999997,0.029584,0.10395277985127767,-1.1271346666666666,-1.223141,-0.6561929053021935,-0.657330619628191,2342.0,1921.3333333333333,0.44194455555555556,-1.5993062222222223,0.0,1.0,0.6666666666666666
3,subset_cardinality,subset_cardinality_bw10,9,1,3,3,10.0,5.0,9,9,9,0.0010172222222222223,0.00128,3.0,93.68310292561848,41.0,1.0,0.0005414444444444445,0.0005249999999999999,0.0742672242957221,0.0002553333333333333,0.00034500000000000004,0.46457566435865555,0.4553175588393211,19.0,4.666666666666667,-0.0002522222222222223,-3.3888888888888905e-05,0.3333333333333333,0.3333333333333333,0.0
3,subset_cardinality,subset_cardinality_bw12,9,1,3,3,10.0,5.0,9,9,9,0.001073111111111111,0.001154,3.0,103.64867909749348,49.0,1.0,0.0011693333333333334,0.0009550000000000001,0.04784514785597058,0.001588,0.0015789999999999999,0.2531175345063209,0.2631740178502202,23.333333333333332,15.333333333333334,0.001481111111111111,-0.0010624444444444446,0.1111111111111111,0.1111111111111111,0.0
3,subset_cardinality,subset_cardinality_bw8,9,1,3,3,10.0,5.0,9,9,9,0.0012812222222222222,0.001233,3.0,78.4325180053711,33.0,1.0,0.00018966666666666668,-0.000263,0.03334049852498372,0.00045911111111111115,0.0003169999999999999,0.1459713372494313,0.1017658273937106,13.0,3.3333333333333335,0.0001933333333333333,7.611111111111115e-05,0.5555555555555556,0.4444444444444444,0.0
