family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
complete_coloring,plain_unguided_glucose,27,1,27,27,27,27,0,1.7544964814814816,0.623479,1.7608395339921117,1.7544964814814816,0.623479,1.7608395339921117,138452.77777777778,127753.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,neutral_weighted_glucose,27,1,27,27,27,27,0,1.6574462222222222,0.708742,1.6655011408858829,1.6574462222222222,0.708742,1.6655011408858829,116941.44444444444,108454.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,static_weighted_glucose,27,1,27,27,27,27,0,2.0193245059006304,1.035059166534424,2.0282823843536555,1.6421594444444443,0.661873,1.6511173228974696,112804.11111111111,104668.22222222222,0.3771650614561858,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,cached_trace_no_adapter_final,27,1,27,27,27,27,27,2.026256794590756,1.0409868253469468,2.0397973682869366,1.6421594444444443,0.661873,1.6511173228974696,112804.11111111111,104668.22222222222,0.3771650614561858,0.005880259259259259,0.010462954502414775,0.0010520294308662415,0.0,72.66666666666667,110.41176096598308
complete_coloring,event_adapter_final,27,1,27,27,27,27,27,1.9121950732806698,0.9129820016317367,1.9234646570489362,1.4867444444444444,0.435746,1.4934313329695552,115416.77777777778,107468.66666666667,0.3771650614561858,0.005880259259259259,0.010462954502414775,0.0010520294308662415,0.04135327868991428,72.66666666666667,110.41176096598308
php,plain_unguided_glucose,18,1,18,18,18,18,0,2.562560722222222,2.4003505,2.5707231018071375,2.562560722222222,2.4003505,2.5707231018071375,204663.16666666666,188881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,neutral_weighted_glucose,18,1,18,18,18,18,0,2.549714333333333,2.3625605,2.5597169717980757,2.549714333333333,2.3625605,2.5597169717980757,172352.5,159885.83333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,static_weighted_glucose,18,1,18,18,18,18,0,2.61779027877299,2.508708252677917,2.6283861473202705,2.429546333333333,2.354654,2.440142201880614,166146.5,154206.16666666666,0.18824394543965658,0.0,0.0,0.0,0.0,0.0,0.0
php,cached_trace_no_adapter_final,18,1,18,18,18,18,18,2.624015261103779,2.515194313982874,2.6386821623374193,2.429546333333333,2.354654,2.440142201880614,166146.5,154206.16666666666,0.18824394543965658,0.005348444444444444,0.009419477130803797,0.0008765378863447242,0.0,81.0,123.23243077596028
php,event_adapter_final,18,1,18,18,18,18,18,2.456099131509188,2.2218106171742082,2.469843725156453,2.2335363888888886,1.958014,2.243209949849794,172535.0,160841.0,0.18824394543965658,0.005348444444444444,0.009419477130803797,0.0008765378863447242,0.028093814849853516,81.0,123.23243077596028
