family,base_instance_id,repeats,variants,rows,plain_solved_rows,neutral_lost_rows,static_lost_rows,adapter_lost_rows,weighted_binary_input_delta_final_cpu_mean,weighted_binary_input_delta_protocol_time_mean,static_weights_delta_final_cpu_mean,static_weights_delta_protocol_time_mean,event_collection_overhead_delta_final_cpu_mean,event_collection_overhead_delta_protocol_time_mean,adapter_delta_inference_delta_final_cpu_mean,adapter_delta_inference_delta_protocol_time_mean,adapter_inference_wall_time_mean,event_overhead_mean,adapter_delta_overhead_mean,warmup_decisions_mean,warmup_conflicts_mean,event_state_nonzero_vars_mean,graph_gate_open_rows,primary_attribution_modes,primary_attribution_variant_consistency,plain_solved_variant_consistency,neutral_solved_variant_consistency,static_solved_variant_consistency,adapter_solved_variant_consistency,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source
complete_coloring,k10_color9,3,3,9,9,0,0,0,-0.19010999999999997,-0.19010999999999997,-0.10211999999999982,0.5147676489003502,0.0,0.00816883434573137,-0.1945077777777779,-0.1538067858293324,0.04070099194844564,0.00816883434573137,-0.1538067858293324,8.0,1.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k8_color7,3,3,9,9,0,0,0,0.003671666666666665,0.003671666666666665,-0.0019664444444444425,0.6149212044559055,0.0,0.005262739772399296,-0.0055056666666666665,0.03519532528177895,0.04070099194844564,0.005262739772399296,0.03519532528177895,6.0,1.0,56.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k9_color8,3,3,9,9,0,0,0,0.18690544444444446,0.18690544444444446,-0.004673666666666663,0.4729576108415391,0.0,0.0056129991129305855,-0.26159722222222226,-0.21765071762932667,0.04394650459289551,0.0056129991129305855,-0.21765071762932667,7.0,1.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p10_h9,3,3,9,9,0,0,0,0.2599777777777777,0.2599777777777777,-0.47910777777777763,-0.2799892430538599,0.0,0.005260095066752513,-0.14036666666666664,-0.08992913678487123,0.05043752988179525,0.005260095066752513,-0.08992913678487123,8.0,1.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p10_h9,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p9_h8,3,3,9,9,0,0,0,0.17591199999999999,0.17591199999999999,-0.09004288888888888,0.10907564583502877,0.0,0.005056103227330571,-0.1876298888888889,-0.13719235900709364,0.05043752988179525,0.005056103227330571,-0.13719235900709364,7.0,1.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p9_h8,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v160_c704_seed2615,3,3,9,9,0,0,0,0.014152000000000001,0.014152000000000001,-0.03346222222222223,0.14055502169291179,0.0,0.004118664211736785,0.0016474444444444444,0.06913953212653265,0.06749208768208821,0.004118664211736785,0.06913953212653265,20.0,1.0,160.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars160_clauses704,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v180_c760_seed3301,3,3,9,9,0,0,0,-0.5802685555555556,-0.5802685555555556,-0.11467411111111112,0.04679248739963107,0.0,0.006072170204003647,0.6245598888888888,0.7005792554711235,0.0760193665822347,0.006072170204003647,0.7005792554711235,25.0,1.0,180.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars180_clauses760,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c928_seed3303,3,3,9,9,0,0,0,-0.42015244444444444,-0.42015244444444444,-0.34635866666666665,-0.18489206815592446,0.0,0.00585193938331472,0.006525777777777778,0.08254514436001248,0.0760193665822347,0.00585193938331472,0.08254514436001248,28.0,1.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses928,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c942_seed3304,3,3,9,9,0,0,0,0.14985199999999999,0.14985199999999999,-0.4002258888888889,-0.19468348344251846,0.0,0.0059862862271401595,0.27920033333333333,0.3407073199513753,0.06150698661804199,0.0059862862271401595,0.3407073199513753,24.0,1.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses942,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v260_c1097_seed3305,3,3,9,9,0,0,0,-3.051404555555555,-3.051404555555555,-1.6036243333333333,-1.398081927886963,0.0,0.007239239731748916,0.3037311111111111,0.3652380977291531,0.06150698661804199,0.007239239731748916,0.3652380977291531,35.0,1.0,260.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars260_clauses1097,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
