warmup_conflicts,checkpoint_order,source_csv,repeat_id,base_instance_id,variant,instance_id,family,control_type,scale,benchmark_role,symmetry_strength,num_vars,num_clauses,final_cpu_lim,warmup_cpu_lim,checkpoint,plain_unguided_glucose_final_cpu_time,plain_unguided_glucose_protocol_accounted_time,plain_unguided_glucose_final_decisions,plain_unguided_glucose_final_conflicts,plain_unguided_glucose_final_solved,neutral_weighted_glucose_final_cpu_time,neutral_weighted_glucose_protocol_accounted_time,neutral_weighted_glucose_final_decisions,neutral_weighted_glucose_final_conflicts,neutral_weighted_glucose_final_solved,static_weighted_glucose_final_cpu_time,static_weighted_glucose_protocol_accounted_time,static_weighted_glucose_final_decisions,static_weighted_glucose_final_conflicts,static_weighted_glucose_final_solved,cached_trace_no_adapter_final_final_cpu_time,cached_trace_no_adapter_final_protocol_accounted_time,cached_trace_no_adapter_final_final_decisions,cached_trace_no_adapter_final_final_conflicts,cached_trace_no_adapter_final_final_solved,event_adapter_final_final_cpu_time,event_adapter_final_protocol_accounted_time,event_adapter_final_final_decisions,event_adapter_final_final_conflicts,event_adapter_final_final_solved,known_expected_result,event_adapter_final_known_expected_match,warmup_cpu_time,warmup_conflict_count,warmup_decisions,event_state_l2_sum,event_state_nonzero_vars,event_adapter_graph_gate_evidence,event_adapter_graph_gate_open,adapter_inference_wall_time,adapter_cached_final_cpu_delta,adapter_cached_protocol_delta,adapter_plain_final_cpu_delta,adapter_plain_protocol_delta,adapter_cached_decisions_delta,adapter_cached_conflicts_delta,neutral_plain_final_cpu_delta,static_neutral_final_cpu_delta,adapter_cached_final_cpu_improved,adapter_plain_final_cpu_improved,adapter_plain_protocol_improved,search_ok,search_blowup,random_control
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k10_color9,base,k10_color9,complete_coloring,strong_symmetry,large,main,strong,90,775,10.0,5.0,iter=50,4.32823,4.32823,340861.0,314066.0,True,4.1475,4.1475,322229.0,299168.0,True,4.50031,4.667842444000244,321840.0,298649.0,True,4.50031,4.682708847287893,321840.0,298649.0,True,3.41425,3.609632884687185,275905.0,254385.0,True,True,True,0.0126,1.0,8.0,136.93209838867188,90,0.6931471824645996,True,0.0129840373992919,-1.0860599999999998,-1.0730759626007085,-0.9139799999999996,-0.7185971153128148,-45935.0,-44264.0,-0.1807299999999996,0.3528099999999998,True,True,True,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k10_color9,perm_seed1730,k10_color9_perm1730,complete_coloring,strong_symmetry,large,main,strong,90,775,10.0,5.0,iter=50,5.0366,5.0366,413643.0,382655.0,True,4.2341,4.2341,283792.0,262594.0,True,4.71538,4.882912444000244,247778.0,229737.0,True,4.71538,4.893954630808532,247778.0,229737.0,True,3.71427,3.905828668207824,250180.0,231632.0,True,True,True,0.010145,1.0,8.0,136.98228454589844,90,0.6931471824645996,True,0.0129840373992919,-1.0011099999999995,-0.9881259626007086,-1.32233,-1.130771331792176,2402.0,1895.0,-0.8025000000000002,0.4812799999999999,True,True,True,False,True,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k10_color9,perm_seed1731,k10_color9_perm1731,complete_coloring,strong_symmetry,large,main,strong,90,775,10.0,5.0,iter=50,4.11724,4.11724,340033.0,312592.0,True,4.29384,4.29384,290369.0,269757.0,True,4.15952,4.327052444000244,290369.0,269757.0,True,4.15952,4.3394285458689925,290369.0,269757.0,True,4.45972,4.652612583268285,323520.0,300987.0,True,True,True,0.011565,1.0,8.0,137.00555419921875,90,0.6931471824645996,True,0.0129840373992919,0.3002000000000002,0.3131840373992922,0.3424800000000001,0.535372583268285,33151.0,31230.0,0.1766000000000005,-0.1343200000000006,False,False,False,False,True,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k8_color7,base,k8_color7,complete_coloring,strong_symmetry,large,main,strong,56,372,10.0,5.0,iter=50,0.050525,0.050525,6158.0,5600.0,True,0.043297,0.043297,5946.0,5440.0,True,0.049896,0.2174284440002441,5946.0,5440.0,True,0.049896,0.2253643979377746,5946.0,5440.0,True,0.042294,0.2307464353370666,6149.0,5633.0,True,True,True,0.007136,1.0,6.0,84.73548889160156,56,0.6931471824645996,True,0.0129840373992919,-0.007602,0.0053820373992919,-0.008231,0.1802214353370665,203.0,193.0,-0.0072279999999999,0.006599,True,True,False,False,True,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k8_color7,perm_seed1730,k8_color7_perm1730,complete_coloring,strong_symmetry,large,main,strong,56,372,10.0,5.0,iter=50,0.044055,0.044055,6138.0,5624.0,True,0.041471,0.041471,6264.0,5696.0,True,0.051428,0.2189604440002441,6264.0,5696.0,True,0.051428,0.2271522551648616,6264.0,5696.0,True,0.041063,0.2297712925641536,5889.0,5353.0,True,True,True,0.00749,1.0,6.0,84.79159545898438,56,0.6931471824645996,True,0.0129840373992919,-0.010365,0.002619037399292,-0.0029919999999999,0.1857162925641536,-375.0,-343.0,-0.0025839999999999,0.009957,True,True,False,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k8_color7,perm_seed1731,k8_color7_perm1731,complete_coloring,strong_symmetry,large,main,strong,56,372,10.0,5.0,iter=50,0.04447,0.04447,5800.0,5271.0,True,0.056237,0.056237,6148.0,5641.0,True,0.061767,0.2292994440002441,6148.0,5641.0,True,0.061767,0.2374135100283027,6148.0,5641.0,True,0.041094,0.2297245474275946,6230.0,5694.0,True,True,True,0.007301,1.0,6.0,84.7841796875,56,0.6931471824645996,True,0.0129840373992919,-0.020673,-0.007688962600708,-0.003376,0.1852545474275946,82.0,53.0,0.011767,0.00553,True,True,False,False,True,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k9_color8,base,k9_color8,complete_coloring,strong_symmetry,large,main,strong,72,549,10.0,5.0,iter=50,0.712872,0.712872,46557.0,43529.0,True,0.634641,0.634641,44352.0,41138.0,True,0.777309,0.9448414440002442,43519.0,40436.0,True,0.777309,0.9559598945122362,43519.0,40436.0,True,0.500026,0.6916609319115281,38337.0,35916.0,True,True,True,0.010325,1.0,7.0,109.32144165039062,72,0.6931471824645996,True,0.0129840373992919,-0.277283,-0.264298962600708,-0.2128459999999999,-0.0212110680884718,-5182.0,-4520.0,-0.0782309999999999,0.142668,True,True,True,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k9_color8,perm_seed1730,k9_color8_perm1730,complete_coloring,strong_symmetry,large,main,strong,72,549,10.0,5.0,iter=50,0.451538,0.451538,39708.0,36681.0,True,0.664488,0.664488,45794.0,42555.0,True,0.84822,1.015752444000244,45794.0,42555.0,True,0.84822,1.017058092762113,45794.0,42555.0,True,0.398422,0.5802441301614046,39478.0,36526.0,True,True,True,0.000528,1.0,7.0,109.58531951904295,72,0.6931471824645996,True,0.0129840373992919,-0.449798,-0.4368139626007082,-0.053116,0.1287061301614046,-6316.0,-6029.0,0.2129499999999999,0.183732,True,True,False,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,k9_color8,perm_seed1731,k9_color8_perm1731,complete_coloring,strong_symmetry,large,main,strong,72,549,10.0,5.0,iter=50,0.778097,0.778097,47177.0,43763.0,True,0.676853,0.676853,47579.0,44103.0,True,0.682022,0.8529905325622559,47579.0,44103.0,True,0.682022,0.8563062005869746,47579.0,44103.0,True,0.443409,0.6248531489359737,39067.0,36227.0,True,True,True,0.002485,1.0,7.0,109.56788635253906,72,0.6931471824645996,True,0.007159948348999,-0.238613,-0.2314530516510009,-0.334688,-0.1532438510640263,-8512.0,-7876.0,-0.101244,0.0051689999999999,True,True,True,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,php_p10_h9,base,php_p10_h9,php,strong_symmetry,large,main,strong,90,775,10.0,5.0,iter=50,4.40607,4.40607,340861.0,314066.0,True,4.14565,4.14565,322229.0,299168.0,True,4.19449,4.365458532562256,321840.0,298649.0,True,4.19449,4.3755649635870455,321840.0,298649.0,True,3.42353,3.611764911936045,275905.0,254385.0,True,True,True,0.009212,1.0,8.0,136.93209838867188,90,0.6931471824645996,True,0.007159948348999,-0.7709600000000001,-0.7638000516510006,-0.9825399999999996,-0.7943050880639548,-45935.0,-44264.0,-0.2604199999999999,0.0488400000000002,True,True,True,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,php_p10_h9,perm_seed1730,php_p10_h9_perm1730,php,strong_symmetry,large,main,strong,90,775,10.0,5.0,iter=50,5.01152,5.01152,413643.0,382655.0,True,4.2248,4.2248,283792.0,262594.0,True,4.27701,4.447978532562256,247778.0,229737.0,True,4.27701,4.455002373836994,247778.0,229737.0,True,3.5096,3.694752322185993,250180.0,231632.0,True,True,True,0.006251,1.0,8.0,136.98228454589844,90,0.6931471824645996,True,0.007159948348999,-0.7674099999999999,-0.7602500516510009,-1.50192,-1.3167676778140072,2402.0,1895.0,-0.7867199999999999,0.0522099999999996,True,True,True,False,True,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,php_p10_h9,perm_seed1731,php_p10_h9_perm1731,php,strong_symmetry,large,main,strong,90,775,10.0,5.0,iter=50,4.76068,4.76068,340033.0,312592.0,True,3.94224,3.94224,290369.0,269757.0,True,4.2175,4.388468532562256,290369.0,269757.0,True,4.2175,4.395516269769312,290369.0,269757.0,True,4.08702,4.27219621811831,323520.0,300987.0,True,True,True,0.006274,1.0,8.0,137.00555419921875,90,0.6931471824645996,True,0.007159948348999,-0.1304800000000003,-0.1233200516510022,-0.6736599999999999,-0.4884837818816896,33151.0,31230.0,-0.8184399999999998,0.2752600000000003,True,True,True,False,True,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,php_p9_h8,base,php_p9_h8,php,strong_symmetry,large,main,strong,72,549,10.0,5.0,iter=50,0.688356,0.688356,46557.0,43529.0,True,0.642004,0.642004,44352.0,41138.0,True,0.596283,0.7672515325622559,43519.0,40436.0,True,0.596283,0.7719885955494642,43519.0,40436.0,True,0.511971,0.6948365438984632,38337.0,35916.0,True,True,True,0.003987,1.0,7.0,109.32144165039062,72,0.6931471824645996,True,0.007159948348999,-0.084312,-0.077152051651001,-0.176385,0.0064805438984631,-5182.0,-4520.0,-0.0463519999999999,-0.045721,True,True,False,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,php_p9_h8,perm_seed1730,php_p9_h8_perm1730,php,strong_symmetry,large,main,strong,72,549,10.0,5.0,iter=50,0.486054,0.486054,39708.0,36681.0,True,0.655095,0.655095,45794.0,42555.0,True,0.655857,0.8268255325622559,45794.0,42555.0,True,0.655857,0.8315278913301826,45794.0,42555.0,True,0.403909,0.5867398396791816,39478.0,36526.0,True,True,True,0.003849,1.0,7.0,109.58531951904295,72,0.6931471824645996,True,0.007159948348999,-0.251948,-0.2447880516510009,-0.0821449999999999,0.1006858396791816,-6316.0,-6029.0,0.169041,0.000762,True,True,False,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,php_p9_h8,perm_seed1731,php_p9_h8_perm1731,php,strong_symmetry,large,main,strong,72,549,10.0,5.0,iter=50,0.613271,0.613271,47177.0,43763.0,True,0.674821,0.674821,47579.0,44103.0,True,0.820548,0.991516532562256,47579.0,44103.0,True,0.820548,0.9961115269938708,47579.0,44103.0,True,0.47631,0.6590334753428697,41102.0,37964.0,True,True,True,0.003828,1.0,7.0,109.56788635253906,72,0.6931471824645996,True,0.007159948348999,-0.344238,-0.3370780516510011,-0.136961,0.0457624753428697,-6477.0,-6139.0,0.0615499999999999,0.145727,True,True,False,True,False,False
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v160_c704_seed2615,base,random_3sat_control_v160_c704_seed2615,random_3sat_control,non_symmetric_control,large,control,none,160,704,10.0,5.0,iter=50,0.062026,0.062026,6771.0,5767.0,True,0.05247,0.05247,5702.0,4813.0,True,0.052058,0.2230265325622558,4859.0,4212.0,True,0.052058,0.2239151996316313,4859.0,4212.0,True,0.049245,0.2282621479806303,5576.0,4777.0,True,False,False,0.0,1.0,20.0,250.25311279296875,160,0.6931471824645996,True,0.007159948348999,-0.002813,0.0043469483489989,-0.012781,0.1662361479806303,717.0,565.0,-0.0095559999999999,-0.000412,True,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v160_c704_seed2615,perm_seed1730,random_3sat_control_v160_c704_seed2615_perm1730,random_3sat_control,non_symmetric_control,large,control,none,160,704,10.0,5.0,iter=50,0.093805,0.093805,8522.0,7299.0,True,0.08845,0.08845,7934.0,6809.0,True,0.045342,0.2210030870361328,4602.0,4008.0,True,0.045342,0.2254221515974998,4602.0,4008.0,True,0.04747,0.2309418943037987,5025.0,4323.0,True,False,False,0.003554,1.0,20.0,250.9976043701172,160,0.6931471824645996,True,0.0033917427062988,0.0021279999999999,0.0055197427062989,-0.046335,0.1371368943037987,423.0,315.0,-0.0053549999999999,-0.043108,False,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v160_c704_seed2615,perm_seed1731,random_3sat_control_v160_c704_seed2615_perm1731,random_3sat_control,non_symmetric_control,large,control,none,160,704,10.0,5.0,iter=50,0.056329,0.056329,5676.0,4847.0,True,0.095381,0.095381,8017.0,6851.0,True,0.054406,0.2300670870361328,4961.0,4384.0,True,0.054406,0.2345455831381082,4961.0,4384.0,True,0.053825,0.237356325844407,5804.0,4967.0,True,False,False,0.003538,1.0,20.0,250.14382934570312,160,0.6931471824645996,True,0.0033917427062988,-0.000581,0.0028107427062988,-0.0025039999999999,0.181027325844407,843.0,583.0,0.0390519999999999,-0.0409749999999999,True,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v180_c760_seed3301,base,random_3sat_control_v180_c760_seed3301,random_3sat_control,non_symmetric_control,large,control,none,180,760,10.0,5.0,iter=50,0.522829,0.522829,27442.0,23617.0,True,0.141951,0.141951,10470.0,8910.0,True,0.014556,0.1902170870361328,693.0,567.0,True,0.014556,0.1947256996415853,693.0,567.0,True,0.641107,0.8246684423478842,40918.0,36229.0,True,False,False,0.003587,1.0,25.0,290.802978515625,180,0.6931471824645996,True,0.0033917427062988,0.626551,0.6299427427062989,0.118278,0.3018394423478842,40225.0,35662.0,-0.380878,-0.1273949999999999,False,False,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v180_c760_seed3301,perm_seed1730,random_3sat_control_v180_c760_seed3301_perm1730,random_3sat_control,non_symmetric_control,large,control,none,180,760,10.0,5.0,iter=50,1.10597,1.10597,47649.0,41152.0,True,0.088398,0.088398,7421.0,6253.0,True,0.015112,0.1907730870361328,643.0,525.0,True,0.015112,0.1952129843217134,643.0,525.0,True,0.555832,0.7393247270280123,31948.0,28037.0,True,False,False,0.003558,1.0,25.0,292.0396728515625,180,0.6931471824645996,True,0.0033917427062988,0.54072,0.5441117427062989,-0.5501379999999999,-0.3666452729719875,31305.0,27512.0,-1.017572,-0.073286,False,True,True,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v180_c760_seed3301,perm_seed1731,random_3sat_control_v180_c760_seed3301_perm1731,random_3sat_control,non_symmetric_control,large,control,none,180,760,10.0,5.0,iter=50,0.586809,0.586809,27197.0,23469.0,True,0.122887,0.122887,9011.0,7714.0,True,0.01387,0.1895310870361328,590.0,484.0,True,0.01387,0.1908627431797385,590.0,484.0,True,0.651792,0.8321764858860374,41749.0,36909.0,True,False,False,0.000349,1.0,25.0,291.0475769042969,180,0.6931471824645996,True,0.0033917427062988,0.637922,0.6413137427062989,0.064983,0.2453674858860374,41159.0,36425.0,-0.463922,-0.109017,False,False,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v220_c928_seed3303,base,random_3sat_control_v220_c928_seed3303,random_3sat_control,non_symmetric_control,large,control,none,220,928,10.0,5.0,iter=50,0.785575,0.785575,30277.0,25994.0,True,0.44366,0.44366,22265.0,19025.0,True,0.002878,0.1785390870361328,62.0,4.0,True,0.002878,0.1836935197809338,62.0,4.0,True,0.009954,0.1941612624872326,779.0,606.0,True,False,False,0.004187,1.0,28.0,332.48345947265625,220,0.6931471824645996,True,0.0033917427062988,0.0070759999999999,0.0104677427062988,-0.775621,-0.5914137375127675,717.0,602.0,-0.341915,-0.440782,False,True,True,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v220_c928_seed3303,perm_seed1730,random_3sat_control_v220_c928_seed3303_perm1730,random_3sat_control,non_symmetric_control,large,control,none,220,928,10.0,5.0,iter=50,1.4352,1.4352,52742.0,45477.0,True,0.200788,0.200788,13039.0,11071.0,True,0.005599,0.1812600870361328,62.0,4.0,True,0.005599,0.1866003669046163,62.0,4.0,True,0.008678,0.1930711096109151,596.0,452.0,True,False,False,0.004269,1.0,28.0,330.46795654296875,220,0.6931471824645996,True,0.0033917427062988,0.003079,0.0064707427062987,-1.426522,-1.242128890389085,534.0,448.0,-1.234412,-0.195189,False,True,True,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v220_c928_seed3303,perm_seed1731,random_3sat_control_v220_c928_seed3303_perm1731,random_3sat_control,non_symmetric_control,large,control,none,220,928,10.0,5.0,iter=50,0.061363,0.061363,4930.0,4147.0,True,0.361244,0.361244,19684.0,16814.0,True,0.005801,0.1814620870361328,63.0,4.0,True,0.005801,0.1865469015927314,63.0,4.0,True,0.011077,0.1952146442990303,849.0,670.0,True,False,False,0.004121,1.0,28.0,331.7943725585937,220,0.6931471824645996,True,0.0033917427062988,0.005276,0.0086677427062988,-0.050286,0.1338516442990303,786.0,666.0,0.299881,-0.355443,False,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v220_c942_seed3304,base,random_3sat_control_v220_c942_seed3304,random_3sat_control,non_symmetric_control,large,control,none,220,942,10.0,5.0,iter=50,0.711877,0.711877,35472.0,30813.0,True,0.965342,0.965342,41376.0,36046.0,True,0.448127,0.6638998672027587,26754.0,23980.0,True,0.448127,0.6694116222188473,26754.0,23980.0,True,0.627135,0.8628112829091549,39651.0,35316.0,True,False,False,0.004509,1.0,24.0,322.4337158203125,220,0.6931471824645996,True,0.0143916606903076,0.179008,0.1933996606903075,-0.0847419999999999,0.1509342829091549,12897.0,11336.0,0.253465,-0.517215,False,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v220_c942_seed3304,perm_seed1730,random_3sat_control_v220_c942_seed3304_perm1730,random_3sat_control,non_symmetric_control,large,control,none,220,942,10.0,5.0,iter=50,0.671527,0.671527,34825.0,30052.0,True,0.628861,0.628861,33221.0,28818.0,True,0.422356,0.6381288672027587,26445.0,23804.0,True,0.422356,0.6443418987414241,26445.0,23804.0,True,0.66892,0.9052975594317316,38918.0,34667.0,True,False,False,0.005404,1.0,24.0,324.02960205078125,220,0.6931471824645996,True,0.0143916606903076,0.2465639999999999,0.2609556606903075,-0.002607,0.2337705594317316,12473.0,10863.0,-0.0426659999999999,-0.206505,False,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v220_c942_seed3304,perm_seed1731,random_3sat_control_v220_c942_seed3304_perm1731,random_3sat_control,non_symmetric_control,large,control,none,220,942,10.0,5.0,iter=50,0.841996,0.841996,38737.0,33758.0,True,0.86724,0.86724,38909.0,33544.0,True,0.495606,0.7113788672027588,26149.0,23448.0,True,0.495606,0.7126228127311468,26149.0,23448.0,True,0.769359,1.0007674734214544,38654.0,34629.0,True,False,False,0.000417,1.0,24.0,324.64569091796875,220,0.6931471824645996,True,0.0143916606903076,0.273753,0.2881446606903076,-0.0726369999999999,0.1587714734214544,12505.0,11181.0,0.025244,-0.371634,False,True,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v260_c1097_seed3305,base,random_3sat_control_v260_c1097_seed3305,random_3sat_control,non_symmetric_control,large,control,none,260,1097,10.0,5.0,iter=50,7.24786,7.24786,216854.0,188499.0,True,2.35924,2.35924,73626.0,64181.0,True,1.61515,1.8309228672027589,60642.0,54350.0,True,1.61515,1.837301139922023,60642.0,54350.0,True,1.08994,1.3264828006123304,53780.0,47404.0,True,False,False,0.005298,1.0,35.0,390.6428833007813,260,0.6931471824645996,True,0.0143916606903076,-0.5252100000000002,-0.5108183393096926,-6.157920000000001,-5.92137719938767,-6862.0,-6946.0,-4.88862,-0.7440899999999997,True,True,True,True,False,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v260_c1097_seed3305,perm_seed1730,random_3sat_control_v260_c1097_seed3305_perm1730,random_3sat_control,non_symmetric_control,large,control,none,260,1097,10.0,5.0,iter=50,7.39402,7.39402,224505.0,195557.0,True,0.610446,0.610446,27246.0,23387.0,True,1.4995,1.7152728672027588,60686.0,54724.0,True,1.4995,1.7218632442029118,60686.0,54724.0,True,1.63496,1.87171490489322,77655.0,69047.0,True,False,False,0.005483,1.0,35.0,390.0680847167969,260,0.6931471824645996,True,0.0143916606903076,0.1354599999999999,0.1498516606903077,-5.75906,-5.5223050951067805,16969.0,14323.0,-6.783574,0.889054,False,True,True,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v260_c1097_seed3305,perm_seed1731,random_3sat_control_v260_c1097_seed3305_perm1731,random_3sat_control,non_symmetric_control,large,control,none,260,1097,10.0,5.0,iter=50,4.06514,4.06514,105916.0,92052.0,True,5.47482,5.47482,162997.0,142194.0,True,1.10922,1.3249928672027589,48534.0,43247.0,True,1.10922,1.3313298533903957,48534.0,43247.0,True,0.971866,1.2083675140807033,59080.0,52233.0,True,False,False,0.005399,1.0,35.0,389.6698913574219,260,0.6931471824645996,True,0.0143916606903076,-0.1373540000000001,-0.1229623393096923,-3.0932740000000005,-2.856772485919297,10546.0,8986.0,1.4096799999999998,-4.365600000000001,True,True,True,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v260_c1113_seed3306,base,random_3sat_control_v260_c1113_seed3306,random_3sat_control,non_symmetric_control,large,control,none,260,1113,10.0,5.0,iter=50,5.77175,5.77175,178146.0,155541.0,True,6.00887,6.00887,186876.0,163308.0,True,7.5418,7.757572867202759,226200.0,205404.0,True,7.5418,7.763860603267014,226200.0,205404.0,True,6.15013,6.3865822639573215,271876.0,239281.0,True,False,False,0.005236,1.0,33.0,397.6284790039063,260,0.6931471824645996,True,0.0143916606903076,-1.3916700000000004,-1.3772783393096928,0.3783799999999999,0.6148322639573216,45676.0,33877.0,0.23712,1.5329300000000003,True,False,False,False,True,True
1,50.0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/echosat_symmetry_grpo_v1_7_acceptance_iter=50_canonical_low_warmup_wc1_per_instance.csv,0,random_3sat_control_v260_c1113_seed3306,perm_seed1730,random_3sat_control_v260_c1113_seed3306_perm1730,random_3sat_control,non_symmetric_control,large,control,none,260,1113,10.0,5.0,iter=50,5.36695,5.36695,171334.0,149746.0,True,6.97598,6.97598,206936.0,180741.0,True,5.44087,5.656642867202759,206101.0,186162.0,True,5.44087,5.663204830357433,206101.0,186162.0,True,6.40109,6.63781649104774,263518.0,232369.0,True,False,False,0.00553,1.0,33.0,396.3316650390625,260,0.6931471824645996,True,0.0143916606903076,0.9602199999999996,0.9746116606903072,1.0341399999999998,1.27086649104774,57417.0,46207.0,1.6090299999999995,-1.5351099999999995,False,False,False,False,True,True
