family,base_instance_id,method,repeats,variants,rows,solved_rows,known_expected_rows,known_expected_match_rows,protocol_supported_rows,events_available_rows,mean_protocol_accounted_time,median_protocol_accounted_time,std_protocol_accounted_time,mean_final_cpu_time,median_final_cpu_time,std_final_cpu_time,mean_warmup_cpu_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,graph_gate_open_rows
complete_coloring,k10_color9,plain_unguided_glucose,3,3,9,9,9,9,9,0,4.4735877777777775,4.27509,0.4012445220429115,4.4735877777777775,4.27509,0.4012445220429115,0.0,0.0,0.0,0
complete_coloring,k10_color9,neutral_weighted_glucose,3,3,9,9,9,9,9,0,3.9361866666666665,4.12885,0.6554100458300899,3.9361866666666665,4.12885,0.6554100458300899,0.0,0.0,0.0,0
complete_coloring,k10_color9,static_weighted_glucose,3,3,9,9,9,9,9,0,4.544576486290826,4.512860806350708,0.20583265618440882,3.736188888888888,3.89938,0.5135134400978332,0.0,0.0,0.0,0
complete_coloring,k10_color9,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,4.552657698698223,4.517183997015774,0.20730673298513033,3.736188888888888,3.89938,0.5135134400978332,0.0069002222222222225,0.0,90.0,9
complete_coloring,k10_color9,event_adapter_final,3,3,9,9,9,9,9,9,4.402017264492425,4.697166194132984,0.6360145228878868,3.551751111111111,3.38737,0.7665565876770686,0.0069002222222222225,0.0337973435719808,90.0,9
complete_coloring,k8_color7,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.04540133333333333,0.045268,0.011975295601779522,0.04540133333333333,0.045268,0.011975295601779522,0.0,0.0,0.0,0
complete_coloring,k8_color7,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.04657688888888889,0.046526,0.00614347988611594,0.04657688888888889,0.046526,0.00614347988611594,0.0,0.0,0.0,0
complete_coloring,k8_color7,static_weighted_glucose,3,3,9,9,9,9,9,0,0.854148708513048,0.6582148063507081,0.5198262236222994,0.045761111111111114,0.044329,0.00762451300812787,0.0,0.0,0.0,0
complete_coloring,k8_color7,cached_trace_no_adapter_final,3,3,9,9,9,9,9,9,0.859870485928105,0.6709579977674485,0.5206211488851099,0.045761111111111114,0.044329,0.00762451300812787,0.0037818888888888885,0.0,56.0,9
complete_coloring,k8_color7,event_adapter_final,3,3,9,9,9,9,9,9,0.8874764961667525,0.6950668943510652,0.49987202564489985,0.03956977777777778,0.040138,0.0033634184908281108,0.0037818888888888885,0.0337973435719808,56.0,9
complete_coloring,k9_color8,plain_unguided_glucose,3,3,9,9,9,9,9,0,0.5811685555555556,0.605055,0.09011751497504678,0.5811685555555556,0.605055,0.09011751497504678,0.0,0.0,0.0,0
complete_coloring,k9_color8,neutral_weighted_glucose,3,3,9,9,9,9,9,0,0.6382135555555555,0.642575,0.12244359192615094,0.6382135555555555,0.642575,0.12244359192615094,0.0,0.0,0.0,0
