family,base_instance_id,repeats,variants,rows,plain_solved_rows,neutral_lost_rows,static_lost_rows,adapter_lost_rows,weighted_binary_input_delta_final_cpu_mean,weighted_binary_input_delta_protocol_time_mean,static_weights_delta_final_cpu_mean,static_weights_delta_protocol_time_mean,event_collection_overhead_delta_final_cpu_mean,event_collection_overhead_delta_protocol_time_mean,adapter_delta_inference_delta_final_cpu_mean,adapter_delta_inference_delta_protocol_time_mean,adapter_inference_wall_time_mean,event_overhead_mean,adapter_delta_overhead_mean,warmup_decisions_mean,warmup_conflicts_mean,event_state_nonzero_vars_mean,graph_gate_open_rows,primary_attribution_modes,primary_attribution_variant_consistency,plain_solved_variant_consistency,neutral_solved_variant_consistency,static_solved_variant_consistency,adapter_solved_variant_consistency,event_audit_role,symmetry_strength,control_type,scale,scale_key,benchmark_role,family_scale,variant_role,permutation_variant,source
complete_coloring,k10_color9,3,3,9,9,0,0,0,-0.20390444444444455,-0.20390444444444455,0.02023888888888894,0.988428128390842,0.0,0.009116366955949159,-0.2728333333333333,-0.21320540301005042,0.059627930323282875,0.009116366955949159,-0.21320540301005042,9.0,3.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v10_c9,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k8_color7,3,3,9,9,0,0,0,0.003400666666666667,0.003400666666666667,0.004724999999999999,0.9729142395019531,0.0,0.0037058016764190344,-0.020442000000000002,0.03918593032328288,0.059627930323282875,0.0037058016764190344,0.03918593032328288,7.0,3.0,56.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v8_c7,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
complete_coloring,k9_color8,3,3,9,9,0,0,0,0.17485333333333333,0.17485333333333333,-0.024626888888888903,0.7414238472205268,0.0,0.005229034897598973,-0.28214422222222224,-0.21885084466383198,0.0632933775583903,0.005229034897598973,-0.21885084466383198,8.666666666666666,3.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,v9_c8,main,complete_coloring:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p10_h9,3,3,9,9,0,0,0,-0.10210333333333324,-0.10210333333333324,-0.04786888888888896,0.31390484043545186,0.0,0.006923806778788578,-0.29812000000000005,-0.22749572797139483,0.07062427202860515,0.006923806778788578,-0.22749572797139483,9.0,3.0,90.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p10_h9,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
php,php_p9_h8,3,3,9,9,0,0,0,0.09690411111111114,0.09690411111111114,0.04108077777777776,0.40285450710211856,0.0,0.003815286192609192,-0.281991,-0.21136672797139486,0.07062427202860515,0.003815286192609192,-0.21136672797139486,8.666666666666666,3.0,72.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,strong,strong_symmetry,large,p9_h8,main,php:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v160_c704_seed2615,3,3,9,9,0,0,0,0.010799666666666666,0.010799666666666666,-0.029232999999999995,0.1996245437333849,0.0,0.004664053750349411,-0.0032915555555555562,0.059807113496568455,0.06309866905212402,0.004664053750349411,0.059807113496568455,22.0,3.0,160.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars160_clauses704,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v180_c760_seed3301,3,3,9,9,0,0,0,-0.5644942222222222,-0.5644942222222222,-0.112523,0.04987645093790691,0.0,0.004327347132451004,0.17126222222222223,0.2305980897861057,0.05933586756388346,0.004327347132451004,0.2305980897861057,28.0,3.0,180.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars180_clauses760,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c928_seed3303,3,3,9,9,0,0,0,-0.41744222222222216,-0.41744222222222216,-0.3438064444444444,-0.18140699350653755,0.0,0.006247124633464548,0.0036738888888888893,0.06300975645277235,0.05933586756388346,0.006247124633464548,0.06300975645277235,39.0,3.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses928,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v220_c942_seed3304,3,3,9,9,0,0,0,0.14098655555555556,0.14098655555555556,-0.3692197777777778,-0.13289014279344352,0.0,0.006528143689685412,0.16848133333333334,0.23070588040161136,0.06222454706827799,0.006528143689685412,0.23070588040161136,26.0,3.0,220.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars220_clauses942,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
random_3sat_control,random_3sat_control_v260_c1097_seed3305,3,3,9,9,0,0,0,-3.1464499999999997,-3.1464499999999997,-1.4725522222222223,-1.2362225872378878,0.0,0.007209340269678183,-0.48626311111111115,-0.42403856404283313,0.06222454706827799,0.007209340269678183,-0.42403856404283313,35.0,3.0,260.0,9,event_collection_overhead_only,1.0,1.0,1.0,1.0,1.0,event,none,non_symmetric_control,large,vars260_clauses1097,control,random_3sat_control:large,"base,permutation_variant","False,True",SAT symmetry harder baseline candidate pool; EchoSAT runtime v1.2 canonical DIMACS order
