Unnamed: 0,restarts,conflicts,decisions,propagations,CPU time,Result,cnf_id,sample_id,file,final GPU time,refinement CPU time,refinement GPU time,GPU time,time,file_key,solved,method,batch
30,1.0,87018.0,101016.0,5296049.0,2.55254,SATISFIABLE,30,0,data/eval_batches/3sat/400/batch0/3sat_125.cnf,0.0047962665557861,0.067905,1.1353116035461426,1.1401078701019287,3.760552870101929,3sat_125.cnf,True,online_consistent_boundary400,0
31,2.0,1789349.0,2045516.0,102295963.0,59.9742,INDETERMINATE,31,0,data/eval_batches/3sat/400/batch0/3sat_126.cnf,0.0047962665557861,0.077215,1.1353116035461426,1.1401078701019287,61.191522870101934,3sat_126.cnf,False,online_consistent_boundary400,0
32,2.0,1649498.0,1905718.0,95699282.0,59.9832,INDETERMINATE,32,0,data/eval_batches/3sat/400/batch0/3sat_127.cnf,0.0047962665557861,0.06497,1.1353116035461426,1.1401078701019287,61.18827787010193,3sat_127.cnf,False,online_consistent_boundary400,0
33,2.0,238642.0,275833.0,14368684.0,6.66491,SATISFIABLE,33,0,data/eval_batches/3sat/400/batch0/3sat_128.cnf,0.0047962665557861,0.069862,1.1353116035461426,1.1401078701019287,7.874879870101928,3sat_128.cnf,True,online_consistent_boundary400,0
34,1.0,28034.0,33114.0,1750425.0,0.659807,SATISFIABLE,34,0,data/eval_batches/3sat/400/batch0/3sat_129.cnf,0.0047962665557861,0.077743,1.1353116035461426,1.1401078701019287,1.8776578701019289,3sat_129.cnf,True,online_consistent_boundary400,0
35,2.0,1725450.0,1971112.0,99985393.0,59.998,INDETERMINATE,35,0,data/eval_batches/3sat/400/batch0/3sat_13.cnf,0.0047962665557861,0.078632,1.1353116035461426,1.1401078701019287,61.216739870101925,3sat_13.cnf,False,online_consistent_boundary400,0
36,2.0,121568.0,139021.0,7304329.0,3.62218,SATISFIABLE,36,0,data/eval_batches/3sat/400/batch0/3sat_130.cnf,0.0047962665557861,0.070108,1.1353116035461426,1.1401078701019287,4.832395870101928,3sat_130.cnf,True,online_consistent_boundary400,0
37,1.0,82086.0,96037.0,5035591.0,2.67255,SATISFIABLE,37,0,data/eval_batches/3sat/400/batch0/3sat_131.cnf,0.0047962665557861,0.0729529999999999,1.1353116035461426,1.1401078701019287,3.885610870101929,3sat_131.cnf,True,online_consistent_boundary400,0
38,1.0,2692.0,3354.0,172420.0,0.036907,SATISFIABLE,38,0,data/eval_batches/3sat/400/batch0/3sat_132.cnf,0.0047962665557861,0.070619,1.1353116035461426,1.1401078701019287,1.2476338701019287,3sat_132.cnf,True,online_consistent_boundary400,0
39,2.0,1665092.0,1921719.0,96586136.0,59.9823,INDETERMINATE,39,0,data/eval_batches/3sat/400/batch0/3sat_133.cnf,0.0047962665557861,0.080859,1.1353116035461426,1.1401078701019287,61.20326687010193,3sat_133.cnf,False,online_consistent_boundary400,0
