family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
random_3sat_control,event_adapter_final,63,1,63,0,0,63,63,1.89795211073044,0.9052975594317316,1.9135680362168286,1.320047253968254,0.607026,1.3286811564235934,59472.47619047619,52480.90476190476,0.5147027931516133,0.004566904761904762,0.011548927792954066,0.0013494185866817596,0.05728574026198614,228.57142857142858,350.0224064418248
subset_cardinality,plain_unguided_glucose,27,1,27,27,27,27,0,0.0014482592592592592,0.001664,0.002852097602078208,0.0014482592592592592,0.001664,0.002852097602078208,242.0,181.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,neutral_weighted_glucose,27,1,27,27,27,27,0,0.001612814814814815,0.001689,0.003816765629582935,0.001612814814814815,0.001689,0.003816765629582935,263.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,static_weighted_glucose,27,1,27,27,27,27,0,0.19602809997841164,0.17551778300476073,0.19845474787332393,0.001125,0.000632,0.003551647894912296,208.44444444444446,169.55555555555554,0.19490309997841163,0.0,0.0,0.0,0.0,0.0,0.0
subset_cardinality,cached_trace_no_adapter_final,27,1,27,27,27,27,27,0.19828667791911408,0.17827941154521704,0.20319873232532432,0.001125,0.000632,0.003551647894912296,208.44444444444446,169.55555555555554,0.19490309997841163,0.0012938148148148147,0.003779221326112747,0.0009647631258876236,0.0,41.0,63.58079952663846
subset_cardinality,event_adapter_final,27,1,27,27,27,27,27,0.23498831177090715,0.1852428111271262,0.2395943219738978,0.0017696296296296295,0.001862,0.003890233321322335,217.33333333333334,178.88888888888889,0.19490309997841163,0.0012938148148148147,0.003779221326112747,0.0009647631258876236,0.03605700422216345,41.0,63.58079952663846
__overall__,plain_unguided_glucose,135,4,135,72,72,135,0,1.7051839925925927,0.617939,1.7108688224382975,1.7051839925925927,0.617939,1.7108688224382975,89306.82222222222,80573.24444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,neutral_weighted_glucose,135,4,135,72,72,135,0,1.4954515777777777,0.610446,1.5037587708069218,1.4954515777777777,0.610446,1.5037587708069218,73801.06666666667,66834.88888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,static_weighted_glucose,135,4,135,72,72,135,0,1.736078650237472,0.7206245816040039,1.743326260101188,1.2069514074074073,0.052415,1.2141990172711234,65128.15555555555,59902.77777777778,0.5291272428300645,0.0,0.0,0.0,0.0,0.0,0.0
__overall__,cached_trace_no_adapter_final,135,4,135,72,72,135,135,1.7414737463462542,0.726404841443479,1.7538683339056593,1.2069514074074073,0.052415,1.2141990172711234,65128.15555555555,59902.77777777778,0.5291272428300645,0.004215429629629629,0.009362407325318567,0.0011796664791526618,0.0,140.2,214.57329254150392
__overall__,event_adapter_final,135,4,135,72,72,135,135,1.752335631682784,0.8321764858860374,1.7644119646814134,1.1694313407407408,0.403909,1.1763606960436812,71203.44444444444,64743.822222222225,0.5291272428300645,0.004215429629629629,0.009362407325318567,0.0011796664791526618,0.048381952003196435,140.2,214.57329254150392
