family,method,rows,families,solved_instances,known_expected_instances,known_expected_match_instances,protocol_supported_instances,events_available_instances,mean_protocol_accounted_time,median_protocol_accounted_time,mean_protocol_wall_time,mean_final_cpu_time,median_final_cpu_time,mean_final_wall_time,mean_final_decisions,mean_final_conflicts,mean_static_inference_wall_time,mean_warmup_cpu_time,mean_warmup_wall_time,mean_event_attach_wall_time,mean_adapter_inference_wall_time,mean_event_state_nonzero_vars,mean_event_state_l2_sum
complete_coloring,plain_unguided_glucose,27,1,27,27,27,27,0,1.6902912592592594,0.59301,1.6950952336882,1.6902912592592594,0.59301,1.6950952336882,138452.77777777778,127753.44444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,neutral_weighted_glucose,27,1,27,27,27,27,0,1.7220006666666665,0.689726,1.7343479343172576,1.7220006666666665,0.689726,1.7343479343172576,116941.44444444444,108454.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,static_weighted_glucose,27,1,27,27,27,27,0,2.749585293106079,1.803804736907959,2.758285283180023,1.7136104814814814,0.682022,1.7223104715554252,112804.11111111111,104668.22222222222,1.0359748116245977,0.0,0.0,0.0,0.0,0.0,0.0
complete_coloring,cached_trace_no_adapter_final,27,1,27,27,27,27,27,2.756109508477518,1.8048596981422902,2.7693471466018647,1.7136104814814814,0.682022,1.7223104715554252,112804.11111111111,104668.22222222222,1.0359748116245977,0.0053877037037037044,0.009925351754106857,0.0011365116677350467,0.0,72.66666666666667,110.41176096598308
complete_coloring,event_adapter_final,27,1,27,27,27,27,27,2.483338846895984,1.8534196308030486,2.494106149542387,1.4007793703703706,0.443409,1.4070090249663703,109417.22222222222,101372.55555555556,1.0359748116245977,0.0053877037037037044,0.009925351754106857,0.0011365116677350467,0.040060449529577186,72.66666666666667,110.41176096598308
php,plain_unguided_glucose,18,1,18,18,18,18,0,2.5459038333333335,2.380953,2.5537408876439764,2.5459038333333335,2.380953,2.5537408876439764,204663.16666666666,188881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,neutral_weighted_glucose,18,1,18,18,18,18,0,2.4274338333333336,2.3543065,2.437515177298337,2.4274338333333336,2.3543065,2.437515177298337,172352.5,159885.83333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
php,static_weighted_glucose,18,1,18,18,18,18,0,2.731670677790324,2.743975750404358,2.742474757755796,2.410993,2.334069,2.421797079965472,166146.5,154206.16666666666,0.3206776777903239,0.0,0.0,0.0,0.0,0.0,0.0
php,cached_trace_no_adapter_final,18,1,18,18,18,18,18,2.7382525769179265,2.751156970853299,2.7526873271498413,2.410993,2.334069,2.421797079965472,166146.5,154206.16666666666,0.3206776777903239,0.005609277777777778,0.009239948044220606,0.0009726213498247995,0.0,81.0,123.23243077596028
php,event_adapter_final,18,1,18,18,18,18,18,2.4221941120640036,2.3958330562522114,2.4350509010772736,2.046746166666667,1.924442,2.055972285413494,161420.33333333334,149568.33333333334,0.3206776777903239,0.005609277777777778,0.009239948044220606,0.0009726213498247995,0.048188368479410805,81.0,123.23243077596028
random_3sat_control,plain_unguided_glucose,63,1,63,0,0,63,0,2.201533380952381,0.785575,2.208815509630811,2.201533380952381,0.785575,2.208815509630811,73455.95238095238,63861.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,neutral_weighted_glucose,63,1,63,0,0,63,0,1.7722950793650794,0.610446,1.7809795868095188,1.7722950793650794,0.610446,1.7809795868095188,58671.09523809524,50970.09523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,static_weighted_glucose,63,1,63,0,0,63,0,1.67728545981828,0.7117035816040039,1.6849606132637414,1.1625826666666668,0.050188,1.170257820112128,43655.95238095238,39373.71428571428,0.5147027931516133,0.0,0.0,0.0,0.0,0.0,0.0
random_3sat_control,cached_trace_no_adapter_final,63,1,63,0,0,63,63,1.6832017831668664,0.7184049088097215,1.6978589596433773,1.1625826666666668,0.050188,1.170257820112128,43655.95238095238,39373.71428571428,0.5147027931516133,0.004566904761904762,0.011548927792954066,0.0013494185866817596,0.0,228.57142857142858,350.0224064418248
