file_key,one_shot_solved,online_solved,old_compact_solved,local_correction_solved,cadical_solved,cadical_result,cadical_time,one_shot_time_mean,online_time_mean,old_compact_time_mean,local_correction_time_mean,pattern,local_minus_online_time_mean,local_minus_old_time_mean
3sat_188.cnf,False,False,True,True,False,UNKNOWN,60.0,60.2807779150645,60.394368605504354,31.64044864424642,31.987218340571086,0011,-28.407150264933268,0.3467696963246673
3sat_196.cnf,True,True,True,True,True,SATISFIABLE,2.9408471388742328,31.219024424616496,31.30469535473124,12.11214887064616,11.82615796470642,1111,-19.47853739002482,-0.2859909059397392
3sat_46.cnf,True,True,True,True,True,SATISFIABLE,1.459800926968455,36.742914504369104,37.45841042477417,0.6399398986612955,0.606965822092692,1111,-36.85144460268148,-0.0329740765686035
3sat_66.cnf,False,False,False,False,False,UNKNOWN,60.0,60.28759638252259,60.38293213285828,60.3584732575531,60.38288717407736,0000,-4.495878092569683e-05,0.0244139165242529
