file_key,local_result,local_solved,local_wall_time,cadical_result,cadical_time,portfolio_time,local_correction_time_mean,pattern
3sat_111.cnf,TIMEOUT,False,5.0,SATISFIABLE,53.90221566474065,58.90221566474065,60.42047099383546,0000
3sat_132.cnf,SATISFIABLE,True,0.3043772680684924,,,0.3043772680684924,0.471170731669108,1111
3sat_140.cnf,SATISFIABLE,True,4.12770669022575,,,4.12770669022575,5.46549120759074,1111
3sat_25.cnf,SATISFIABLE,True,1.2079737107269466,,,1.2079737107269466,1.556499393137614,1111
3sat_48.cnf,TIMEOUT,False,5.0,SATISFIABLE,54.75816490314901,59.75816490314901,60.389411155426025,0000
