file_key,portfolio_solved_repeats,local_first_stage_solved_repeats,cadical_second_stage_solved_repeats,portfolio_only_vs_cadical_repeats,cadical_only_vs_portfolio_repeats,stable_portfolio_solved,stable_portfolio_only_vs_cadical,cadical_60s_solved,cadical_60s_time,local_correction_time_mean,portfolio_time_mean,portfolio_time_std,pattern,claim_class,paper_interpretation
3sat_132.cnf,3,3,0,3,0,True,True,False,60.0,0.471170731669108,0.31500532804057,0.0098851257679044,1111,stable_neural_first_complement,Strong neural-first portfolio complement: Local solves within 5s in all repeats while CaDiCaL 60s times out.
3sat_140.cnf,3,3,0,3,0,True,True,False,60.0,5.46549120759074,4.157212676169972,0.0300257114292216,1111,stable_neural_first_complement,Strong neural-first portfolio complement: Local solves within 5s in all repeats while CaDiCaL 60s times out.
3sat_25.cnf,3,3,0,3,0,True,True,False,60.0,1.556499393137614,1.2091068477990727,0.0199848017612401,1111,stable_neural_first_complement,Strong neural-first portfolio complement: Local solves within 5s in all repeats while CaDiCaL 60s times out.
3sat_111.cnf,3,0,3,3,0,True,True,False,60.0,60.42047099383546,58.80488551702971,0.4335897020418594,0000,stable_second_stage_runtime_boundary,Sequential-schedule runtime-boundary evidence: second-stage CaDiCaL 55s solves in all repeats while independent CaDiCaL 60s baseline times out.
3sat_48.cnf,2,0,2,2,0,False,False,False,60.0,60.389411155426025,59.74828377676507,0.2096758347432912,0000,unstable_second_stage_runtime_boundary,"Cutoff/runtime boundary evidence, not a neural solve."
