file_key,one_shot_solved_seeds,one_shot_solved,one_shot_time_mean,one_shot_time_std,one_shot_result_values,online_solved_seeds,online_solved,online_time_mean,online_time_std,online_result_values,old_compact_solved_seeds,old_compact_solved,old_compact_time_mean,old_compact_time_std,old_compact_result_values,local_correction_solved_seeds,local_correction_solved,local_correction_time_mean,local_correction_time_std,local_correction_result_values,pattern,pattern_label,stable_across_seeds_all_methods,old_minus_online_time_mean,local_minus_online_time_mean,local_minus_old_time_mean,cadical_result,cadical_solved,cadical_time,cadical_wall_time,external_timeout_x,returncode_x,file,local_stage1_solved,Result,stage2_solved,stage2_time,wall_time,external_timeout_y,returncode_y,stage2_run,portfolio_solved,portfolio_time,mode,first_cap,second_cap,portfolio_only_vs_cadical,cadical_only_vs_portfolio
3sat_134.cnf,0,False,60.29804454892477,0.0202308485562185,INDETERMINATE,0,False,60.384169630523694,0.011237231388981,INDETERMINATE,0,False,60.37687598004151,0.0094904048850983,INDETERMINATE,0,False,60.39642854092407,0.018819238151491,INDETERMINATE,0000,p0000,True,-0.0072936504821825,0.0122589104003765,0.019552560882559,UNKNOWN,False,60.0,60.00823005801067,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_134.cnf,False,UNKNOWN,False,55.0,55.00661812722683,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_135.cnf,0,False,60.2906778822581,0.0298236030360646,INDETERMINATE,0,False,60.39300663052368,0.0052388953084357,INDETERMINATE,0,False,60.38278964670817,0.0111591545024752,INDETERMINATE,0,False,60.39092087425741,0.0309382586491262,INDETERMINATE,0000,p0000,True,-0.0102169838155106,-0.0020857562662754,0.0081312275492351,UNKNOWN,False,60.0,60.00770162139088,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_135.cnf,False,UNKNOWN,False,55.0,55.00680826371536,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_136.cnf,0,False,60.28654454892476,0.0214999959233694,INDETERMINATE,0,False,60.389162297190346,0.0122193075410788,INDETERMINATE,0,False,60.38313364670817,0.0162391441478148,INDETERMINATE,0,False,60.38873920759074,0.0170526863996642,INDETERMINATE,0000,p0000,True,-0.0060286504821789,-0.0004230895996073,0.0056055608825715,UNKNOWN,False,60.0,60.007640182971954,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_136.cnf,False,UNKNOWN,False,55.0,55.00618716701865,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_137.cnf,0,False,60.29344454892476,0.0234077195647772,INDETERMINATE,0,False,60.38600396385701,0.0069983733486659,INDETERMINATE,0,False,60.38181631337485,0.0016484469310556,INDETERMINATE,0,False,60.38904887425739,0.0334197212589393,INDETERMINATE,0000,p0000,True,-0.0041876504821658,0.0030449104003764,0.0072325608825423,UNKNOWN,False,60.0,60.00672093173489,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_137.cnf,False,UNKNOWN,False,55.0,55.00628181407228,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_138.cnf,0,False,60.3032778822581,0.0190242173070147,INDETERMINATE,0,False,60.38316963052368,0.0072655303769062,INDETERMINATE,0,False,60.390394313374834,0.0151278263444428,INDETERMINATE,0,False,60.38606687425741,0.0295908663082574,INDETERMINATE,0000,p0000,True,0.0072246828511595,0.0028972437337344,-0.004327439117425,SATISFIABLE,True,36.2161043509841,36.2161043509841,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_138.cnf,False,SATISFIABLE,True,29.99088506307453,29.99088506307453,False,10.0,True,True,34.99088506307453,full,5.0,55.0,False,False
3sat_139.cnf,0,False,60.3001778822581,0.0281911636184872,INDETERMINATE,0,False,60.38701963052368,0.0141034754454461,INDETERMINATE,0,False,60.3835329800415,0.0105022052188049,INDETERMINATE,0,False,60.39680387425741,0.028185646709341,INDETERMINATE,0000,p0000,True,-0.0034866504821735,0.0097842437337334,0.0132708942159069,UNKNOWN,False,60.0,60.007466211915016,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_139.cnf,False,UNKNOWN,False,55.0,55.00643391394988,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_14.cnf,3,True,5.5692245489247645,0.0344552602917535,SATISFIABLE,3,True,5.584629963857015,0.0246061824174894,SATISFIABLE,3,True,5.724080980041504,0.1686822053155201,SATISFIABLE,3,True,5.835136207590739,0.0989809371215602,SATISFIABLE,1111,p1111,True,0.1394510161844886,0.2505062437337235,0.1110552275492349,SATISFIABLE,True,1.3668759097345171,1.3668759097345171,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_14.cnf,False,SATISFIABLE,True,1.13078735768795,1.13078735768795,False,10.0,True,True,6.13078735768795,full,5.0,55.0,False,False
3sat_140.cnf,3,True,49.64791121559143,0.3937155796832773,SATISFIABLE,3,True,5.359984297190349,0.0706119613387668,SATISFIABLE,3,True,49.17879898004151,0.5880333840010922,SATISFIABLE,3,True,5.46549120759074,0.1214998776048915,SATISFIABLE,1111,p1111,True,43.81881468285116,0.1055069104003916,-43.71330777245077,UNKNOWN,False,60.0,60.007714450825006,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_140.cnf,False,UNKNOWN,False,55.0,55.00649083871394,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_141.cnf,3,True,3.258974548924764,0.0217219994811288,SATISFIABLE,3,True,3.3374272971903487,0.0461530178079386,SATISFIABLE,3,True,3.377927980041504,0.0473148438752175,SATISFIABLE,3,True,3.40398820759074,0.0386717583683648,SATISFIABLE,1111,p1111,True,0.0405006828511553,0.0665609104003905,0.0260602275492352,SATISFIABLE,True,18.19591219909489,18.19591219909489,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_141.cnf,True,,False,55.0,,,,False,True,3.40398820759074,full,5.0,55.0,False,False
3sat_142.cnf,3,True,2.375231215591431,0.0271817323819194,SATISFIABLE,3,True,2.479585630523682,0.0577581661698174,SATISFIABLE,3,True,2.489755313374838,0.0212267712338425,SATISFIABLE,3,True,2.4986805409240724,0.0482750829219332,SATISFIABLE,1111,p1111,True,0.0101696828511559,0.0190949104003905,0.0089252275492346,SATISFIABLE,True,0.6022515329532325,0.6022515329532325,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_142.cnf,True,,False,55.0,,,,False,True,2.4986805409240724,full,5.0,55.0,False,False
3sat_143.cnf,0,False,60.30627882461548,0.0274598886807958,INDETERMINATE,0,False,60.428241775970456,0.077587409681806,INDETERMINATE,0,False,60.36470059636434,0.0068516679655651,INDETERMINATE,0,False,60.40826031393433,0.0409319369257722,INDETERMINATE,0000,p0000,True,-0.063541179606112,-0.019981462036128,0.043559717569984,UNKNOWN,False,60.0,60.007952068932354,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_143.cnf,False,UNKNOWN,False,55.0,55.00557931885123,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_144.cnf,0,False,60.30637882461548,0.0194457672354663,INDETERMINATE,0,False,60.43450577597046,0.0801538393012767,INDETERMINATE,0,False,60.34877292969768,0.012404033916464,INDETERMINATE,0,False,60.40034231393432,0.0226966514269083,INDETERMINATE,0000,p0000,True,-0.0857328462727835,-0.0341634620361332,0.0515693842366502,UNKNOWN,False,60.0,60.00899069709703,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_144.cnf,False,UNKNOWN,False,55.0,55.0080257980153,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_145.cnf,0,False,60.30807882461548,0.0230223953295392,INDETERMINATE,0,False,60.439759442637126,0.0933329082540509,INDETERMINATE,0,False,60.36296326303101,0.0095348077026776,INDETERMINATE,0,False,60.402986980600986,0.0473521543150862,INDETERMINATE,0000,p0000,True,-0.0767961796061129,-0.03677246203614,0.0400237175699729,UNKNOWN,False,60.0,60.00726890191436,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_145.cnf,False,UNKNOWN,False,55.0,55.0066018179059,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_146.cnf,0,False,60.29837882461548,0.0365525914706466,INDETERMINATE,0,False,60.440587775970464,0.0864103333288967,INDETERMINATE,0,False,60.35866659636434,0.0087836394900912,INDETERMINATE,0,False,60.40785831393433,0.0530382223932346,INDETERMINATE,0000,p0000,True,-0.0819211796061196,-0.0327294620361371,0.0491917175699825,UNKNOWN,False,60.0,60.00668980786577,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_146.cnf,False,UNKNOWN,False,55.0,55.007297589909285,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_147.cnf,3,True,13.459145491282143,0.0911222503406127,SATISFIABLE,3,True,13.60245877597046,0.1085462871420395,SATISFIABLE,3,True,13.608089263031005,0.1130594779670665,SATISFIABLE,3,True,13.594362647267658,0.2095913281936956,SATISFIABLE,1111,p1111,True,0.0056304870605448,-0.0080961287028014,-0.0137266157633462,UNKNOWN,False,60.0,60.00965085905045,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_147.cnf,False,UNKNOWN,False,55.0,55.00715567311272,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_148.cnf,0,False,60.296212157948816,0.0384451647743287,INDETERMINATE,0,False,60.44210677597047,0.0805976515051877,INDETERMINATE,0,False,60.33993892969768,0.0219648393045957,INDETERMINATE,0,False,60.39607031393433,0.0517533587360293,INDETERMINATE,0000,p0000,True,-0.1021678462727919,-0.0460364620361346,0.0561313842366573,SATISFIABLE,True,26.65602825814858,26.65602825814858,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_148.cnf,False,SATISFIABLE,True,21.36083113402128,21.36083113402128,False,10.0,True,True,26.36083113402128,full,5.0,55.0,False,False
3sat_149.cnf,3,True,4.138948824615478,0.0432331571074228,SATISFIABLE,3,True,4.169432775970459,0.0964326874346181,SATISFIABLE,3,True,4.213124596364339,0.0337127167081379,SATISFIABLE,3,True,4.28076564726766,0.0234760619869608,SATISFIABLE,1111,p1111,True,0.0436918203938798,0.1113328712972006,0.0676410509033207,SATISFIABLE,True,9.47403134033084,9.47403134033084,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_149.cnf,True,,False,55.0,,,,False,True,4.28076564726766,full,5.0,55.0,False,False
3sat_15.cnf,0,False,60.28451215794882,0.0280548505834948,INDETERMINATE,0,False,60.45895010930379,0.0892776533521561,INDETERMINATE,0,False,60.35284426303101,0.0088352998843639,INDETERMINATE,0,False,60.40033231393432,0.0509468304895452,INDETERMINATE,0000,p0000,True,-0.1061058462727828,-0.0586177953694715,0.0474880509033113,UNKNOWN,False,60.0,60.00980238802731,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_15.cnf,False,UNKNOWN,False,55.0,55.00658914120868,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_150.cnf,3,True,0.7180564912821451,0.0235358432053434,SATISFIABLE,3,True,0.8432997759704589,0.0819055027118276,SATISFIABLE,3,True,0.7714505963643391,0.0059648502446207,SATISFIABLE,3,True,0.8217769806009928,0.0332095494325021,SATISFIABLE,1111,p1111,True,-0.0718491796061198,-0.0215227953694661,0.0503263842366537,SATISFIABLE,True,0.6038581440225244,0.6038581440225244,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_150.cnf,True,,False,55.0,,,,False,True,0.8217769806009928,full,5.0,55.0,False,False
3sat_151.cnf,0,False,60.29974549128215,0.0204685723045198,INDETERMINATE,0,False,60.44373677597046,0.0929884327172326,INDETERMINATE,0,False,60.355735263031015,0.0103897374763637,INDETERMINATE,0,False,60.411970313934326,0.0526397945832293,INDETERMINATE,0000,p0000,True,-0.0880015129394422,-0.0317664620361313,0.0562350509033109,UNKNOWN,False,60.0,60.0077266767621,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_151.cnf,False,UNKNOWN,False,55.0,55.00440480187535,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_152.cnf,0,False,60.2885935643514,0.0065250660000571,INDETERMINATE,0,False,60.39915705271403,0.008614469952066,INDETERMINATE,0,False,60.38812424816894,0.0141916340474753,INDETERMINATE,0,False,60.38102393755086,0.01749380064894,INDETERMINATE,0000,p0000,True,-0.0110328045450884,-0.0181331151631738,-0.0071003106180853,UNKNOWN,False,60.0,60.00757253123447,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_152.cnf,False,UNKNOWN,False,55.0,55.00618854397908,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_153.cnf,0,False,60.29346023101807,0.0118754506135394,INDETERMINATE,0,False,60.39878305271403,0.0204975026496491,INDETERMINATE,0,False,60.39306658150228,0.0190330711874545,INDETERMINATE,0,False,60.372472604217535,0.0162275771701249,INDETERMINATE,0000,p0000,True,-0.0057164712117554,-0.0263104484964955,-0.0205939772847401,UNKNOWN,False,60.0,60.01271218108013,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_153.cnf,False,UNKNOWN,False,55.0,55.00646211905405,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_154.cnf,3,True,1.7204268976847332,0.0288079277697452,SATISFIABLE,3,True,0.6237017193806965,0.0141138098806973,SATISFIABLE,3,True,1.8600185815022792,0.024050896990421,SATISFIABLE,3,True,0.6164282708841959,0.0244857271824748,SATISFIABLE,1111,p1111,True,1.2363168621215823,-0.0072734484965005,-1.2435903106180832,SATISFIABLE,True,2.75419194623828,2.75419194623828,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_154.cnf,True,,False,55.0,,,,False,True,0.6164282708841959,full,5.0,55.0,False,False
3sat_155.cnf,0,False,60.3073935643514,0.0132059805585644,INDETERMINATE,0,False,60.3856037193807,0.012663480270462,INDETERMINATE,0,False,60.39305458150228,0.0117161667745713,INDETERMINATE,0,False,60.39620560421753,0.0267066257380067,INDETERMINATE,0000,p0000,True,0.0074508621215798,0.0106018848368307,0.0031510227152509,UNKNOWN,False,60.0,60.00757028721273,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_155.cnf,False,UNKNOWN,False,55.0,55.00724012823776,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_156.cnf,0,False,60.29379356435141,0.0095541488954245,INDETERMINATE,0,False,60.39388105271403,0.011512915127744,INDETERMINATE,0,False,60.38637924816894,0.0324135464467893,INDETERMINATE,0,False,60.3909112708842,0.0458478962900987,INDETERMINATE,0000,p0000,True,-0.007501804545086,-0.002969781829833,0.0045320227152529,UNKNOWN,False,60.0,60.00618987809867,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_156.cnf,False,UNKNOWN,False,55.0,55.00760024785996,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_157.cnf,3,True,3.2543535643514,0.0535713601775782,SATISFIABLE,3,True,33.50290871938069,0.5288663666712986,SATISFIABLE,3,True,33.94459624816895,0.1314247155604536,SATISFIABLE,3,True,34.450387937550865,0.1294877372103884,SATISFIABLE,1111,p1111,True,0.4416875287882575,0.947479218170173,0.5057916893819154,SATISFIABLE,True,6.270832111127675,6.270832111127675,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_157.cnf,False,SATISFIABLE,True,5.226985143963248,5.226985143963248,False,10.0,True,True,10.226985143963248,full,5.0,55.0,False,False
3sat_158.cnf,0,False,60.3013935643514,0.0052217400558821,INDETERMINATE,0,False,60.39874438604736,0.0120919131271123,INDETERMINATE,0,False,60.40076858150229,0.0123984151673843,INDETERMINATE,0,False,60.39255493755087,0.0236001839594686,INDETERMINATE,0000,p0000,True,0.002024195454922,-0.0061894484964923,-0.0082136439514144,UNKNOWN,False,60.0,60.00806521205232,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_158.cnf,False,UNKNOWN,False,55.0,55.00493288226426,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_159.cnf,0,False,60.29456023101807,0.004420750678808,INDETERMINATE,0,False,60.400623052714025,0.0118012972952307,INDETERMINATE,0,False,60.3946669148356,0.0248949886053521,INDETERMINATE,0,False,60.385860270884194,0.0161701027237809,INDETERMINATE,0000,p0000,True,-0.0059561378784209,-0.0147627818298303,-0.0088066439514093,UNKNOWN,False,60.0,60.00665524788201,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_159.cnf,False,UNKNOWN,False,55.0,55.00615081796423,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_16.cnf,0,False,60.29506023101806,0.0064495059049583,INDETERMINATE,0,False,60.39095571938069,0.028744940865194,INDETERMINATE,0,False,60.39126558150228,0.0226836754943197,INDETERMINATE,0,False,60.38495993755086,0.0160890839771336,INDETERMINATE,0000,p0000,True,0.0003098621215826,-0.0059957818298315,-0.0063056439514141,UNKNOWN,False,60.0,60.0078475070186,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_16.cnf,False,UNKNOWN,False,55.0,55.006412621121854,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_160.cnf,0,False,60.30616023101808,0.0076441002438785,INDETERMINATE,0,False,60.396399719380696,0.0063133600215241,INDETERMINATE,0,False,60.38755924816894,0.0318105256963959,INDETERMINATE,0,False,60.3848122708842,0.0095338173657754,INDETERMINATE,0000,p0000,True,-0.0088404712117551,-0.011587448496499,-0.0027469772847439,UNKNOWN,False,60.0,60.00813164981082,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_160.cnf,False,UNKNOWN,False,55.0,55.00668823113665,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_161.cnf,0,False,60.317221690368655,0.0335095971066457,INDETERMINATE,0,False,60.39442193288167,0.0357864729450562,INDETERMINATE,0,False,60.3919794728597,0.0248821792808293,INDETERMINATE,0,False,60.38616282889303,0.0207161273657248,INDETERMINATE,0000,p0000,True,-0.0024424600219674,-0.0082591039886423,-0.0058166439666749,SATISFIABLE,True,35.81325959926471,35.81325959926471,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_161.cnf,False,SATISFIABLE,True,29.37393342610449,29.37393342610449,False,10.0,True,True,34.373933426104486,full,5.0,55.0,False,False
3sat_162.cnf,0,False,60.31305502370199,0.0307970357312592,INDETERMINATE,0,False,60.383032599548336,0.0297020139904914,INDETERMINATE,0,False,60.3856054728597,0.0264854326855247,INDETERMINATE,0,False,60.35957882889303,0.0053638472109201,INDETERMINATE,0000,p0000,True,0.0025728733113652,-0.0234537706553084,-0.0260266439666736,UNKNOWN,False,60.0,60.007647475227714,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_162.cnf,False,UNKNOWN,False,55.0,55.00729344598949,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_163.cnf,0,False,60.333221690368646,0.0424409697215122,INDETERMINATE,3,True,34.42751326621501,0.2764490544574358,SATISFIABLE,3,True,35.068156139526366,0.3006141256777598,SATISFIABLE,3,True,35.27130982889302,0.6005467943223114,SATISFIABLE,0111,p0111,True,0.6406428733113572,0.8437965626780084,0.2031536893666512,SATISFIABLE,True,18.501433050259948,18.501433050259948,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_163.cnf,False,SATISFIABLE,True,14.92786789080128,14.92786789080128,False,10.0,True,True,19.92786789080128,full,5.0,55.0,False,False
3sat_164.cnf,0,False,60.32135502370198,0.0435028551623226,INDETERMINATE,0,False,60.37585459954834,0.0381106005567306,INDETERMINATE,0,False,60.39377780619304,0.0263712606551262,INDETERMINATE,0,False,60.3659494955597,0.0109672053941198,INDETERMINATE,0000,p0000,True,0.0179232066446957,-0.0099051039886433,-0.027828310633339,SATISFIABLE,True,26.31007248768583,26.31007248768583,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_164.cnf,False,SATISFIABLE,True,21.37761092884466,21.37761092884466,False,10.0,True,True,26.37761092884466,full,5.0,55.0,False,False
3sat_165.cnf,3,True,0.4920106903686523,0.0358308577797789,SATISFIABLE,3,True,0.4261912662150064,0.038234353674947,SATISFIABLE,3,True,0.5539778061930338,0.0224547049967261,SATISFIABLE,3,True,0.4196154955596924,0.0076274079467686,SATISFIABLE,1111,p1111,True,0.1277865399780273,-0.006575770655314,-0.1343623106333414,SATISFIABLE,True,5.116305225994438,5.116305225994438,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_165.cnf,True,,False,55.0,,,,False,True,0.4196154955596924,full,5.0,55.0,False,False
3sat_166.cnf,0,False,60.326621690368654,0.0377931894881951,INDETERMINATE,0,False,60.38387693288168,0.0366082059254546,INDETERMINATE,0,False,60.39099913952637,0.0218700361774085,INDETERMINATE,0,False,60.38139316222635,0.011598546288065,INDETERMINATE,0000,p0000,True,0.0071222066446878,-0.0024837706553313,-0.0096059773000192,UNKNOWN,False,60.0,60.007197957951576,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_166.cnf,False,UNKNOWN,False,55.0,55.006584162823856,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_167.cnf,3,True,13.264121690368654,0.2355689400457991,SATISFIABLE,3,True,13.104997266215006,0.0802238914517117,SATISFIABLE,3,True,13.193027806193037,0.1247876431838843,SATISFIABLE,3,True,13.27350116222636,0.2731418839453784,SATISFIABLE,1111,p1111,True,0.0880305399780283,0.1685038960113534,0.080473356033325,SATISFIABLE,True,9.51387830125168,9.51387830125168,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_167.cnf,False,SATISFIABLE,True,7.670208489056677,7.670208489056677,False,10.0,True,True,12.670208489056677,full,5.0,55.0,False,False
3sat_168.cnf,0,False,60.31672169036866,0.0413868296890542,INDETERMINATE,0,False,60.382785266215,0.0398336867264782,INDETERMINATE,0,False,60.39325413952637,0.0186612070381407,INDETERMINATE,0,False,60.37868382889303,0.0173121913621803,INDETERMINATE,0000,p0000,True,0.0104688733113675,-0.0041014373219709,-0.0145703106333385,UNKNOWN,False,60.0,60.00671287998557,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_168.cnf,False,UNKNOWN,False,55.0,55.00591969396919,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_169.cnf,0,False,60.33065502370198,0.0321422945883074,INDETERMINATE,0,False,60.37043459954833,0.0444309782780384,INDETERMINATE,0,False,60.39346280619304,0.0259329299156501,INDETERMINATE,0,False,60.37091116222636,0.0019590035658692,INDETERMINATE,0000,p0000,True,0.0230282066447031,0.000476562678024,-0.022551643966679,UNKNOWN,False,60.0,60.00673872884363,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_169.cnf,False,UNKNOWN,False,55.0,55.00457734707743,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_17.cnf,0,False,60.32328835703533,0.0343690950185571,INDETERMINATE,0,False,60.387097266215015,0.0466977649043613,INDETERMINATE,0,False,60.401721139526366,0.0343139057509329,INDETERMINATE,0,False,60.36302849555969,0.0191781417025579,INDETERMINATE,0000,p0000,True,0.0146238733113506,-0.0240687706553259,-0.0386926439666766,UNKNOWN,False,60.0,60.00770732713863,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_17.cnf,False,UNKNOWN,False,55.0,55.00742191122845,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_170.cnf,0,False,60.299179863103234,0.0043038267154016,INDETERMINATE,0,False,60.38935190856935,0.0658835468889227,INDETERMINATE,0,False,60.37220956551615,0.012073308244537,INDETERMINATE,0,False,60.40269423980205,0.0226672967660808,INDETERMINATE,0000,p0000,True,-0.0171423430531945,0.0133423312327067,0.0304846742859012,UNKNOWN,False,60.0,60.00800303090364,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_170.cnf,False,UNKNOWN,False,55.0,55.00673371786252,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_171.cnf,0,False,60.29537986310323,0.0014287990851733,INDETERMINATE,0,False,60.38318524190267,0.0599657088913532,INDETERMINATE,0,False,60.3675998988495,0.0221954507501229,INDETERMINATE,0,False,60.39776923980204,0.0276842779673683,INDETERMINATE,0000,p0000,True,-0.0155853430531749,0.0145839978993649,0.0301693409525398,UNKNOWN,False,60.0,60.00864651659504,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_171.cnf,False,UNKNOWN,False,55.0,55.00459785712883,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_172.cnf,0,False,60.29677986310323,0.0056149294707459,INDETERMINATE,0,False,60.38320557523601,0.0645378912272184,INDETERMINATE,0,False,60.37553489884949,0.0114269012818341,INDETERMINATE,0,False,60.40451857313538,0.0157871975278726,INDETERMINATE,0000,p0000,True,-0.0076706763865246,0.021312997899372,0.0289836742858966,UNKNOWN,False,60.0,60.00768537074328,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_172.cnf,False,UNKNOWN,False,55.0,55.00756104616448,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_173.cnf,0,False,60.27267986310324,0.0098058234655037,INDETERMINATE,0,False,60.38891790856934,0.0577300623071892,INDETERMINATE,0,False,60.36534989884948,0.0033390793331751,INDETERMINATE,0,False,60.40367157313538,0.0251781275526928,INDETERMINATE,0000,p0000,True,-0.0235680097198596,0.0147536645660366,0.0383216742858962,UNKNOWN,False,60.0,60.00858731288463,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_173.cnf,False,UNKNOWN,False,55.0,55.00749277183786,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_174.cnf,0,False,60.2905465297699,0.007463360858902,INDETERMINATE,0,False,60.39086490856933,0.0570396057689291,INDETERMINATE,0,False,60.372853898849485,0.0076550210979072,INDETERMINATE,0,False,60.40747557313538,0.0235522207059279,INDETERMINATE,0000,p0000,True,-0.0180110097198493,0.0166106645660448,0.0346216742858942,UNKNOWN,False,60.0,60.007452805992216,False,0,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_174.cnf,False,UNKNOWN,False,55.0,55.00563580496237,False,0.0,True,False,60.0,full,5.0,55.0,False,False
3sat_175.cnf,0,False,60.29181319643656,0.0053145753977308,INDETERMINATE,0,False,60.370772908569336,0.0403756224062492,INDETERMINATE,0,False,60.372799898849486,0.0089351949886875,INDETERMINATE,0,False,60.39777023980204,0.0155601623525483,INDETERMINATE,0000,p0000,True,0.0020269902801501,0.0269973312327067,0.0249703409525565,SATISFIABLE,True,18.44206083472818,18.44206083472818,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_175.cnf,False,SATISFIABLE,True,15.312540823128074,15.312540823128074,False,10.0,True,True,20.312540823128074,full,5.0,55.0,False,False
3sat_176.cnf,3,True,1.811706529769897,0.0158230505110769,SATISFIABLE,3,True,1.8990035752360024,0.0562193661325183,SATISFIABLE,3,True,1.8881588988494875,0.023655000074923,SATISFIABLE,3,True,1.873989573135376,0.0159600802256707,SATISFIABLE,1111,p1111,True,-0.0108446763865153,-0.0250140021006264,-0.0141693257141111,SATISFIABLE,True,6.5517137493006885,6.5517137493006885,False,10,/home/sunshixin/chenchao/my_rlaf/data/test/3sat/400/3sat_176.cnf,True,,False,55.0,,,,False,True,1.873989573135376,full,5.0,55.0,False,False
