,restarts,conflicts,decisions,propagations,CPU time,Result,cnf_id,sample_id,file,final GPU time,refinement CPU time,refinement GPU time,GPU time,time
0,2.0,1725119.0,1958261.0,96695221.0,59.9656,INDETERMINATE,0,0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/repeated_runtime_audit/subsets/recovered_timeout/one_shot/3sat_163.cnf,0.2235400676727295,0.0,0.0,0.2235400676727295,60.18914006767273
1,2.0,1764974.0,2012836.0,100628671.0,59.9871,INDETERMINATE,1,0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/repeated_runtime_audit/subsets/recovered_timeout/one_shot/3sat_188.cnf,0.2235400676727295,0.0,0.0,0.2235400676727295,60.21064006767273
2,2.0,1619197.0,1849342.0,92780012.0,59.9686,INDETERMINATE,2,0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/repeated_runtime_audit/subsets/recovered_timeout/one_shot/3sat_189.cnf,0.2235400676727295,0.0,0.0,0.2235400676727295,60.19214006767273
3,2.0,1665769.0,1898327.0,94011421.0,59.9786,INDETERMINATE,3,0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/repeated_runtime_audit/subsets/recovered_timeout/one_shot/3sat_85.cnf,0.2235400676727295,0.0,0.0,0.2235400676727295,60.20214006767273
4,2.0,1683252.0,1924283.0,98465827.0,59.9629,INDETERMINATE,4,0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/repeated_runtime_audit/subsets/recovered_timeout/one_shot/3sat_89.cnf,0.2235400676727295,0.0,0.0,0.2235400676727295,60.18644006767273
5,2.0,1730938.0,1988860.0,101671673.0,59.9595,INDETERMINATE,5,0,/home/sunshixin/chenchao/my_rlaf/runs/analysis/repeated_runtime_audit/subsets/recovered_timeout/one_shot/3sat_97.cnf,0.2235400676727295,0.0,0.0,0.2235400676727295,60.18304006767273
