file,Result,wall_time,returncode,stdout_head,stderr_head
data/test/3sat/400/3sat_0.cnf,UNKNOWN,60.00940011907369,0,['c UNKNOWN'],[]
data/test/3sat/400/3sat_1.cnf,SATISFIABLE,4.925054972991347,10,"['s SATISFIABLE', 'v -1 -2 3 4 5 -6 -7 -8 -9 10 -11 -12 -13 14 -15 16 17 -18 19 20 -21 22 -23 -24', 'v 25 26 27 -28 -29 -30 31 -32 33 -34 35 36 37 38 -39 -40 41 42 -43 -44 45 46']",[]
data/test/3sat/400/3sat_10.cnf,SATISFIABLE,0.5863011321052909,10,"['s SATISFIABLE', 'v -1 2 3 -4 -5 -6 7 8 9 10 11 -12 -13 14 15 16 -17 -18 -19 20 21 -22 -23 -24', 'v -25 26 -27 -28 29 30 31 -32 -33 34 35 -36 37 -38 -39 -40 -41 42 43 44 45 -46']",[]
data/test/3sat/400/3sat_100.cnf,SATISFIABLE,1.3684557173401117,10,"['s SATISFIABLE', 'v -1 -2 -3 -4 5 -6 -7 -8 9 -10 11 12 -13 14 15 16 -17 -18 -19 -20 21 22 23 -24', 'v -25 26 27 28 -29 30 31 -32 33 34 35 -36 -37 38 -39 -40 41 -42 -43 -44 45 -46']",[]
data/test/3sat/400/3sat_101.cnf,UNKNOWN,60.009387767873704,0,['c UNKNOWN'],[]
