solver_name,file_key,repeats,solved_repeats,stable_solved,time_mean,time_min,time_max,results
march,3sat_177.cnf,1,1,True,50.64748759707436,50.64748759707436,50.64748759707436,UNSATISFIABLE
march,3sat_178.cnf,1,1,True,32.495509329251945,32.495509329251945,32.495509329251945,UNSATISFIABLE
march,3sat_179.cnf,1,1,True,35.214443013072014,35.214443013072014,35.214443013072014,SATISFIABLE
march,3sat_18.cnf,1,1,True,51.796598916873336,51.796598916873336,51.796598916873336,UNSATISFIABLE
march,3sat_180.cnf,1,1,True,1.9729606029577555,1.9729606029577555,1.9729606029577555,SATISFIABLE
march,3sat_181.cnf,1,1,True,0.7567459517158568,0.7567459517158568,0.7567459517158568,SATISFIABLE
march,3sat_182.cnf,1,1,True,38.09979552403093,38.09979552403093,38.09979552403093,UNSATISFIABLE
march,3sat_183.cnf,1,1,True,38.61485308082774,38.61485308082774,38.61485308082774,UNSATISFIABLE
march,3sat_184.cnf,1,1,True,64.15232738712803,64.15232738712803,64.15232738712803,UNSATISFIABLE
march,3sat_185.cnf,1,1,True,35.83592818817124,35.83592818817124,35.83592818817124,UNSATISFIABLE
march,3sat_186.cnf,1,1,True,36.04854085110128,36.04854085110128,36.04854085110128,UNSATISFIABLE
march,3sat_187.cnf,1,1,True,62.31104385200888,62.31104385200888,62.31104385200888,UNSATISFIABLE
march,3sat_188.cnf,1,1,True,15.664388957899064,15.664388957899064,15.664388957899064,SATISFIABLE
march,3sat_189.cnf,1,1,True,12.887820675969124,12.887820675969124,12.887820675969124,SATISFIABLE
march,3sat_19.cnf,1,1,True,11.574153541587291,11.574153541587291,11.574153541587291,SATISFIABLE
march,3sat_190.cnf,1,1,True,0.0405089650303125,0.0405089650303125,0.0405089650303125,SATISFIABLE
march,3sat_191.cnf,1,1,True,3.818232384044677,3.818232384044677,3.818232384044677,SATISFIABLE
march,3sat_192.cnf,1,1,True,47.00935702724382,47.00935702724382,47.00935702724382,UNSATISFIABLE
march,3sat_193.cnf,1,1,True,53.2510479092598,53.2510479092598,53.2510479092598,UNSATISFIABLE
march,3sat_194.cnf,1,1,True,54.4959938460961,54.4959938460961,54.4959938460961,UNSATISFIABLE
