solver,total,repeats,solved_external65,solved_external65_std,solved_external65_min,solved_external65_max,solved_strict60,solved_strict60_std,solved_strict60_min,solved_strict60_max,solved_after_60_before_65,mean_time_strict60,mean_time_strict60_std,median_time_strict60,external_timeouts,strict60_stable_instances
March,200,3,192.0,0.0,192,192,184.0,0.0,184,184,8.0,26.712528713748323,0.00978931950061072,28.844285646841552,8.0,200
