solver_name,repeat,file,Result,time,wall_time,external_timeout,returncode,command,stdout_head,stderr_head
march,0,data/test/3sat/400/3sat_100.cnf,SATISFIABLE,0.3046097490005195,0.3046097490005195,False,10,solvers/march/march_nh data/test/3sat/400/3sat_100.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_10.cnf,SATISFIABLE,3.2965509481728077,3.2965509481728077,False,10,solvers/march/march_nh data/test/3sat/400/3sat_10.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_0.cnf,UNKNOWN,5.0,6.003311374224722,True,timeout,solvers/march/march_nh data/test/3sat/400/3sat_0.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_101.cnf,UNKNOWN,5.0,6.0026351092383265,True,timeout,solvers/march/march_nh data/test/3sat/400/3sat_101.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march,0,data/test/3sat/400/3sat_1.cnf,UNKNOWN,5.0,6.004269287921488,True,timeout,solvers/march/march_nh data/test/3sat/400/3sat_1.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
