solver_name,repeat,file,Result,time,wall_time,external_timeout,returncode,command,stdout_head,stderr_head
march_weighted,0,data/test/3sat/400/3sat_0.cnf,UNKNOWN,5.0,6.002535869833082,True,timeout,solvers/march_weighted/march_nh data/test/3sat/400/3sat_0.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march_weighted,0,data/test/3sat/400/3sat_10.cnf,UNKNOWN,5.0,6.003095950931311,True,timeout,solvers/march_weighted/march_nh data/test/3sat/400/3sat_10.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march_weighted,0,data/test/3sat/400/3sat_101.cnf,UNKNOWN,5.0,6.002881105057895,True,timeout,solvers/march_weighted/march_nh data/test/3sat/400/3sat_101.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march_weighted,0,data/test/3sat/400/3sat_100.cnf,UNKNOWN,5.0,6.0031107580289245,True,timeout,solvers/march_weighted/march_nh data/test/3sat/400/3sat_100.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
march_weighted,0,data/test/3sat/400/3sat_1.cnf,UNKNOWN,5.0,6.0034938040189445,True,timeout,solvers/march_weighted/march_nh data/test/3sat/400/3sat_1.cnf,"['c the DIMACS p-line indicates a CNF of 400 variables and 1704 clauses.', 'c eqProduct():: equivalence reasoning turned off.', 'c using 3-SAT heuristics (occurence based diff)']",[]
